key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
BLINDINGTHROW_DESC,Throw dirt at the opponent's eyes to blind them.,Jeter de la poussière dans les yeux de son adversaire pour l'aveugler.,Lancia sporcizia sugli occhi del nemico per accecarlo.,あいてにすなを　なげて　めくらましをする。,흙을 던져 적의 시야를 가린다.,Tira tierra a los ojos al enemigo para cegarlo.,Tira tierra a los ojos del enemigo para cegarlo.,Joga terra no olho do inimigo para cegá-lo.,"Rzuć ziemią w oczy wroga, aby go oślepić.","Werfe Erde in die Augen des Gegners, um ihn zu erblinden.",Ослепляет врага брошенной в глаза землёй.,Осліплити ворога кинутою у вічі землею.
BLINDINGTHROW_DIALOG,{n0}{name} threw dirt at {t1}{target}'s eyes!,{n0}{name} jette de la poussière dans les yeux {t4}{target} ¦,{n0}{name} lancia sporcizia contro gli occhi {t4}{target}!,{name}は\n{target}の　めに　すなをなげつけた！,{name}{n0} {target}의 눈에 흙을 뿌렸다!,¡{n0}{name} tiró tierra en los ojos {t4}{target}!,¡{n0}{name} ha tirado tierra a los ojos {t4}{target}!,{n0}{name} jogou terra nos olhos d{t4} {target}!,{name} rzucił{n4} ziemią w oczy {t1}!,{n0}{n10} warf Dreck in die Augen {t7} {t12}!,{name} швырнул{n6} грязь в глаза {t1}!,{name} кину{n6} землю у очі {t1}!
BOTTLEROCKET_NAME,Bottle Rocket,Fusée crayon,Bottiglia razzo,ペンシルロケット,펜슬 로켓,Cohete de botella,Cohete de botella,Rojão,Butlorakieta,Flaschenrakete,Бутылочная ракета,Пляшкова ракета
BOTTLEROCKET_DESC,Launch a Bottle Rocket at the enemy.,Envoyer une Fusée crayon sur l'ennemi.,Lancia una bottiglia razzo contro il nemico.,てきに　ペンシルロケットを　はっしゃする。,펜슬 로켓 준비! 전방에 발사!,Lanza un Cohete de botella a un enemigo.,Lanza un Cohete de botella a un enemigo.,Lança um Rojão no inimigo.,Wystrzel Butlorakietę w kierunku wroga.,Werfe eine Flaschenrakete zum Gegner.,Запуск бутылочной ракеты во врага.,Запустити пляшкову ракету у напрямку ворога.
BOTTLEROCKET_ART,,,,,"은,이,을,과",,,,",Butlorakiety",,"бутылочная ракета,бутылочной ракеты,бутылочной ракете,бутылочную ракету","пляшкова ракета,пляшкової ракети,пляшковій ракеті,пляшкову ракету"
BRANDISHPITCHFORK_NAME,Brandish Pitchfork,Coup de fourche,Brandisci forcone,のうぐをふりまわす,쇠스랑질,Blandir horca,Blandir Horca,Golpear Forcado,Zamach Widłami,Mistgabel schwingen,Махание вилами,Розмах вилами
BRANDISHPITCHFORK_DESC,Brandish a pitchfork around to attack multiple enemies.,Agiter une fourche pour attaquer plusieurs ennemis.,Brandisci un forcone per attaccare più nemici.,のうぐをふりまわして\nぜんたいを　こうげきする。,적들을 한꺼번에 꽂아버린다.,Blande una horca para atacar a varios enemigos.,Blande una horca para atacar a varios enemigos.,Golpeia com o forcado para atacar vários inimigos.,"Machnij widłami, aby zaatakować wielu wrogów.","Fuchtel mit einer Mistgabel herum, um mehrere Gegner anzugreifen.",Удар вилами по нескольким врагам.,"Розмахувати вилами, щоб ударити декількох ворогів."
BRANDISHPITCHFORK_DIALOG,{n0}{name} brandished {n4} pitchfork!,{n0}{name} brandit sa fourche ¦,{n0}{name} brandisce un forcone!,{name}は\nのうぐを　ふりまわした！,{name}{n0} 쇠스랑으로 찔렀다!,¡{n0}{name} blandió su horca!,¡{n0}{name} ha cargado con su horca!,{n0}{name} golpeou com o forcado!,{name} wymachuje widłami!,{n0}{n10} zückte {n4}e Mistgabel!,{name} размахивает вилами!,{name} розмахує вилами!
CALLHELP_NAME,Call Help,Appel à l'aide,Chiama aiuto,たすけをよぶ,도움 요청,Pedir ayuda,Pedir ayuda,Chamar Ajuda,Wezwanie Pomocy,Hilferuf,Зов о помощи,Поклик на допомогу
CALLHELP_DESC,Summons an ally into battle.,Appeler un allié à rejoindre le combat.,Chiama un alleato in battaglia.,なかまを　せんとうに　よびつける。,아군을 전투로 불러들인다.,Invoca a un aliado a la batalla.,Invoca a un aliado a la batalla.,Invoca um aliado para a batalha.,Przywołuje sojusznika do walki.,Holt Verbündete zum Kampf hinzu.,Призыв союзника.,Заклик союзника у битву.
CALLHELP_DIALOG,{n0}{name} called to {n4} friends for help!,{n0}{name} appelle ses amis à l'aide ¦,{n0}{name} chiama i suoi amici in aiuto!,{name}は　なかまを　よんだ！,{name}{n0} 친구들에게 도움을 요청했다!,¡{n0}{name} llamó a sus amigos por ayuda!,¡{n0}{name} ha pedido ayuda a sus amigos!,{n0}{name} chamou seus amigos para ajudar!,{name} wezwał{n4} przyjaciół po pomoc!,{n0}{n10} rief {n4}e Freunde um Hilfe!,{name} позвал{n6} на помощь друзей!,{name} поклика{n6} на допомогу!
CALLHELP_FAIL,But nobody came!,Mais personne ne vient ¦,Ma non arriva nessuno!,しかし　だれもきてくれなかったのだ。,하지만 아무도 오지 않았다!,¡Pero nadie vino!,¡Pero no ha venido nadie!,Mas ninguém veio!,Ale nikt nie przyszedł!,Doch es kam niemand!,Но никто не пришёл!,Але ніхто не прийшов!
CALLHELPFLY_NAME,Call Help,Appel à l'aide,Chiama aiuto,たすけをよぶ,도움 요청,Pedir ayuda,Pedir ayuda,Chamar Ajuda,Wezwanie Pomocy,Hilferuf,Зов о помощи,Поклик на допомогу
CALLHELPFLY_DESC,Summons a fly into battle.,Appeler une autre mouche à rejoindre le combat.,Chiama una mosca in battaglia.,ハエを　せんとうに　よびつける。,플라이를 전투로 불러들인다.,Invoca una mosca en la batalla.,Invoca una mosca en la batalla.,Invoca uma mosca para a batalha.,Przywołuje muchę do walki.,Holt eine Fliege in den Kampf hinzu.,Призыв мухи.,Заклик мухи у битву.
CALLHELPFLY_DIALOG,{n0}{name} called for help!,{n0}{name} appelle des renforts ¦,{n0}{name} chiama aiuto!,{name}は　なかまを　よんだ！,{name}{n0} 도움을 요청했다!,¡{n0}{name} pidió ayuda!,¡{n0}{name} ha pedido ayuda!,{n0}{name} chamou ajuda!,{name} wezwał{n4} pomoc!,{n0}{n10} rief um Hilfe!,{name} позвал{n6} на помощь!,{name} поклика{n6} на допомогу!
CALLHELPSTARMANJR_NAME,Call Help,Appel à l'aide,Chiama aiuto,どうぶつを　よびよせる,도움 요청,Pedir ayuda,Pedir ayuda,Chamar Ajuda,Wezwanie Pomocy,Hilferuf,Зов о помощи,Поклик на допомогу
CALLHELPSTARMANJR_DESC,Summons an animal into battle.,Appeler un animal à rejoindre le combat.,Chiama un animale in battaglia.,どうぶつを　せんとうに　よびつける。,동물을 전투로 불러들인다.,Invoca un animal a la batalla.,Invoca un animal a la batalla.,Invoca um animal para a batalha.,Przywołuje zwierzę do walki.,Holt ein Tier in den Kampf hinzu.,Призыв дикого животного.,Заклик дикої тварини у битву.
CALLHELPSTARMANJR_DIALOG,{n0}{name} emitted a high frequency sound!,{n0}{name} émet un son à haute fréquence ¦,{n0}{name} emette un souno ad alta frequenza!,{name}は　ちょうおんぱを　はっした！,{name}{n0} 초음파를 발사했다!,¡{n0}{name} emitió un sonido de alta frecuencia!,¡{n0}{name} ha emitido un sonido de alta frecuencia!,{n0}{name} emitiu um som de alta frequência!,{name} wyemitował{n4} głośny pisk!,{n0}{n10} machte hochfrequenten Lärm!,{name} издал{n6} высокочастотный звук!,{name} вида{n6} високочастотний звук!
CRITICALTHINKING_NAME,Critical Thinking,Pensée critique,Pensiero critico,たちばをかんがえる,비판적 사고,Pensamiento crítico,Pensamiento crítico,Pensamento Crítico,Myślenie Krytyczne,Kritisches Denken,Критическое мышление,Критичне мислення
CRITICALTHINKING_DESC,Try to assess the current situation.,Tenter de prendre la mesure de la situation.,Valuta la situazione attuale.,じしんの　たちばを\nあらためて　かんがえる。,지금 상황을 다시 한번 되돌아보자.,Intenta analizar la situación actual.,Intenta analizar la situación actual.,Tenta analisar a situação atual.,Postaraj się ocenić obecną sytuację.,Versuche die Situation einzuschätzen.,Анализ сложившейся ситуации.,Спробувати оцінити поточну ситуацію.
CRITICALTHINKING_DIALOG,{n0}{name} tried sizing up the situation!,{n0}{name} tente de prendre la mesure de la situation ¦,{n0}{name} cerca di valutare la situazione!,{name}は\nたちばを　かんがえた・・・。,{name}{n0} 상황 파악을 시작했다!,¡{n0}{name} intentó analizar la situación!,¡{n0}{name} ha intentado analizar la situación!,{n0}{name} tentou analisar a situação!,{name} próbował{n4} ocenić sytuację!,"{n0}{n10} versuchte, die Situation einzuschätzen!",{name} попробовал{n6} оценить ситуацию!,{name} спробува{n6} оцінити ситуацію!
CANARYLIFE1_DIALOG1,{n0}{name} walked around!,{n0}{name} se balade dans les parages ¦,{n0}{name} se ne va in giro!,{name}は　トコトコと\nあるきまわっている。,{name}{n0} 주위를 돌아다닌다!,¡{n0}{name} caminó por ahí!,¡{n0}{name} se ha dado un paseo!,{n0}{name} andou por aí!,{name} chodził w kółko!,{n0}{n10} ging umher!,{name} ходит кругами!,{name} ходить кругами!
CANARYLIFE1_DIALOG2,{n0}{name} chirped softly!,{n0}{name} piaille doucement ¦,{n0}{name} cinguetta dolcemente!,{name}は　チュンとないた！,{name}{n0} 부드럽게 지저귄다!,¡{n0}{name} pió suavemente!,¡{n0}{name} ha piado con dulzura!,{n0}{name} cantou suavemente!,{name} ćwierknął cichutko!,{n0}{n10} zwitcherte sanft!,{name} тихо щебечет!,{name} тихо щебече!
CANARYLIFE1_DIALOG3,{n0}{name} hopped in place!,{n0}{name} sautille sur place ¦,{n0}{name} saltella sul posto!,{name}は　ピョンピョンはねた！,{name}{n0} 제자리에서 폴짝폴짝 뛴다!,¡{n0}{name} dio saltitos en su lugar!,¡{n0}{name} ha dado unos saltitos!,{n0}{name} ciscou o chão!,{name} podskoczył w miejscu!,{n0}{n10} hüpfte herum!,{name} подпрыгнул{n6}!,{name} підстрибну{n6}!
CANARYLIFE1_DIALOG4,{n0}{name} sneezed! It was adorable.,{n0}{name} éternue ¦\nC'est trop mignon.,{n0}{name} ha starnutito! Che carino.,{name}は　くしゃみをした！,{name}{n0} 재채기했다! 정말 깜찍하다.,¡{n0}{name} estornudó! Fue adorable.,¡{n0}{name} ha estornudado! Qué mono.,{n0}{name} espirrou! Foi adorável.,{name} kichnął! To było urocze.,{n0}{n10} nieste! Es war herzergreifend!,{name} чихнул{n6}! Какая милота!,{name} чхну{n6}! Це було мило.
CANARYLIFE1_DIALOG5,{n0}{name} pecked at a pebble on the ground!,{n0}{name} picore un caillou par terre ¦,{n0}{name} becca un sassolino per terra!,{name}は\nじめんの　こいしを　つついている・・・。,{name}{n0} 땅에 자갈을 쪼아댔다!,¡{n0}{name} picoteó una piedrita del suelo!,¡{n0}{name} ha picoteado una piedra!,{n0}{name} bicou uma pedrinha do chão!,{name} dziobnął kamyk leżący na ziemi!,{n0}{n10} pickte auf einen Kieselstein am Boden ein!,{name} клюнул{n6} камушек!,{name} клюну{n6} каміньчик на землі!
CANARYLIFE1_DIALOG6,{n0}{name} tried to intimidate {t1}{target}... but only let out a tiny “peep”.,{n0}{name} essaye d'intimider {t1}{target}... mais émet juste un petit « piou ». ,{n0}{name} prova a spaventare {t1}{target}... ma fa solo “pio”.,{name}は　{target}をいかくしてみた・・・\nてきは　ぜんぜん　どうじていない！,{name}{n0} {target}{t2} 위협했다... 하지만 그저 귀여운 “짹짹”이였다.,{n0}{name} intentó intimidar {t5}{target}... pero solo emitió un pequeño “¡pío!”.,{n0}{name} quería intimidar {t5}{target}... pero solo ha soltado un pequeño «pío».,{n0}{name} tentou intimidar {t1}{target}... mas só soltou um pequeno “piu”.,{name} próbował zastraszyć {t1}... ale wydał z siebie tylko malutki „pisk”.,{n0}{n10} versuchte {t5}{t13} einzuschüchtern ... Doch gab nur nur ein leises „Fiep“ von sich.,{name} попробовал{n6} припугнуть {t3}... но только издал{n6} небольшое «пи».,{name} спробува{n6} залякати {t3}... але вида{n6} лише невелике «Піп!».
CANARYLIFE1_DIALOG7,{n0}{name} stared at {t1}{target}!\n{t0}{target} was unsure how to respond.,{n0}{name} regarde {t1}{target} fixement ¦\n{t0}{target} ne sait pas comment réagir.,{n0}{name} fissa {t1}{target}!\n{t0}{target} non sa come reagire.,{name}は　{target}を\nジロジロと　みている・・・。,{name}{n0} {target}{t2} 노려봤다! {target}{t0} 어떻게 대답해야할지 확신이 서지 않는다.,¡{n0}{name} miró fijamente {t5}{target}! {t0}{target} no sabía cómo reaccionar.,¡{n0}{name} ha mirado fijamente {t5}{target}!\n{t0}{target} no ha sabido muy bien qué hacer.,{n0}{name} encarou {t1}{target}! {t0}{target} não soube como reagir.,"{name} spojrzał na {t1}!\n{target} nie wiedział{n4}, jak zareagować.","{n0}{n10} starrte auf {t5}{t13}! {t0}{t10} war sich unsicher, wie {t4}e Reaktion aussehen soll.","{name} уставил{n8} на {t3}! {target} не знает, как на это реагировать.","{name} витріща{n6}ся на {t3}!\n{target} не впевнен{t7}, як на таке відповісти."
CANARYLIFE1_DIALOG8,{n0}{name} puffed up to look menacing!,{n0}{name} gonfle les plumes pour avoir l'air menaçant{n6} ¦,{n0}{name} si gonfia con fare minaccioso!,{name}は　いかくしようと\nはねを　さかだてた！,{name}{n0} 위협적으로 보이기 위해 몸을 부풀렸다!,¡{n0}{name} se esponjó para parecer amenazante!,¡{n0}{name} se ha hinchado para dar miedo!,{n0}{name} encheu o peito para parecer intimidador!,"{name} napuszył się, by wyglądać groźnie!","{n0}{n10} plusterte sich auf, um bedrohlich zu wirken!","{name} взъерошил{n8}, чтобы выглядеть угрожающе!","{name} наду{n6}ся, щоб виглядати грізно!"
CANARYLIFE2_DIALOG1,{n0}{name} brought {t1}{target} a twig!,{n0}{name} apporte une brindille à {t1}{target} ¦,{n0}{name} porta un ramoscello {t1}{target}!,{name}は　{target}に\nこえだをプレゼントした！,{name}{n0} {target}에게 잔가지를 줬다!,¡{n0}{name} le trajo una ramita {t5}{target}!,¡{n0}{name} le ha traído {t5}{target} una rama!,{n0}{name} trouxe um graveto pr{t4}{target}!,{name} przyniósł {t2} gałązkę!,{n0}{n10} brachte {t5}{t13} einen Zweig!,{name} приносит {t2} веточку!,{name} принес{n6} {t2} гілочку!
CURVEBALL_NAME,Curveball,Balle courbe,Palla a effetto,カーブボール,커브볼,Bola curva,Bola curva,Bola Curva,Krzywy Rzut,Effektball,Кручёный мяч,Крива подача
CURVEBALL_DESC,Hit all enemies for low damage.,Infliger des dégâts réduits à tous les ennemis.,Infligge danno leggero contro tutti i nemici.,てきぜんたいに　よわいダメージをあたえる。,모든 적에게 약간의 피해를 준다.,Golpea a todos los enemigos para causar poco daño.,Inflige poco daño a todos los enemigos.,Acerta todos os inimigos causando um dano pequeno.,Zadaje niskie obrażenia wszystkim wrogom.,Triff alle Gegner mit geringen Schaden.,Наносит всем врагам небольшой урон.,Завдає усім ворогам невеликої шкоди.
CURVEBALL_ART,,,,,"은,이,을,과",,,,",Krzywego Rzutu",,"кручёный мяч,кручёного мяча,кручёному мячу,кручёный мяч","крива подача,кривої подачі,кривій подачі,криву подачу"
DEFENSEUP_NAME,Defense Up,Défense augmentée,Difesa Su,ディフェンスアップ,디펜스 업,Defensa plus,Defensa plus,Defesa (+),Obrona Plus,Verteidigung Auf,Защита ↑,Захист ↑
DEFENSEUP_ART,,,,,"는,가,를,와",,,,",Obrony Plus",,"Защита ↑,Защиты ↑,Защите ↑,Защиту ↑","Захист ↑,Захисту ↑,Захисту ↑,Захист ↑"
DEFENSEUPA_DESC,Raises one ally's Defense.\nEffective when stacked.,Augmente la défense d'un allié\nEffet cumulable.,Aumenta la Difesa di un alleato.\nEffetto cumulabile.,みかたひとりの　ディフェンスをあげる。\nかさねると　こうかてき。,한 명의 디펜스를 증가시킨다.\n중첩될 수록 더욱 더 효과적이다!,Aumenta la defensa de un aliado.\nDe efecto acumulable.,Aumenta la defensa de un aliado.\nDe efecto acumulable.,Aumenta a defesa de um aliado.\nPode ser acumulado.,Zwiększa obronę jednego sojusznika.\nMożna nałożyć wielokrotnie.,Erhöht die Verteidigung eines Verbündeten.\nKann gestapelt werden.,Повышает защиту союзника.\nЭффект усиливается при повторном использовании.,Піднімає захист одного союзника.\nЕфективно при повторному використанні.
ESCAPECRUMBS_NAME,Escape Crumbs,Lancer de miettes,Briciole della fuga,パンくず,부스러기,Migajas,Migas,migalhasDeFuga,Okruchy Ucieczki,Krümelflucht,Побег-крошки,Крихти втечі
ESCAPECRUMBS_DESC,Throw crumbs at the enemy to distract it and run away.,Lancer des miettes en direction de l'ennemi pour le distraire et prendre la fuite.,Lancia briciole contro il nemico per distrarlo e fuggire.,てきに　むかってパンくずを\nなげつけて、そのすきに　にげる！,부스러기를 적에게 뿌려 적의 집중력을 분산시킨\n틈에 도망친다.,Lanza migajas al enemigo para distraerlo y huir.,Lanza migas al enemigo para distraerlo y huir.,Joga migalhas no inimigo para distraí-lo e fugir.,"Rzuć okruszkami w stronę wroga, aby odwrócić jego uwagę i uciec.","Werfe Krümel zu einem Gegner, um ihn abzulenken und zu fliehen.","Если бросить во врага, отвлекают его и дают убежать с поля боя.","Кинути крихти у ворога, щоб відволікти його і втекти."
ESCAPECRUMBS_DIALOG,{n0}{name} threw the crumbs at the enemy and ran away!,{n0}{name} lance les miettes en direction de l'ennemi et fuit ¦,{n0}{name} lancia briciole contro il nemico e fugge!,{name}は　てきに　パンくずを\nなげつけて　にげだした！,{name}{n0} 부스러기를 던지고 도망갔다!,¡{n0}{name} arrojó las migajas al enemigo y huyó!,¡{n0}{name} ha tirado las migas al enemigo y ha huido!,{n0}{name} jogou as migalhas no inimigo e fugiu!,{name} rzucił{n4} okruchy we wroga i uciekł{n4}!,{n0}{n10} warf Krümel zum Gegner und floh davon!,{name} кинул{n6} во врага крошки и убежал{n6}!,{name} кину{n6} крихти у ворога і тікає!
FLAMEBURST_NAME,Flame Burst,Explosion enflammée,Esplosione Infuocata,ばくはつ,화염 폭발,Explosión en llamas,,Explosão em Chamas,Płomienny Wybuch,Flammen-Ausbruch,Вспыхивание,Спалахування
FLAMEBURST_DESC,Deals high damage to all enemies when the user runs out of HP.,Infliger des dégâts maleurs à tous les ennemis quand on est à court de PV.,"Quando i PS scendono a 0, infligge danni ingenti a tutti i nemici.",HPがなくなったとたんに\nてきぜんいんに　だいダメージ！,시전자의 HP가 닳때마다 모든 적에게 강력한 피해를 준다.,Causa un alto daño a todos los enemigos cuando el usuario se queda sin PV.,,Causa grande dano para todos os inimigos quando o usuário ficar sem HP.,"Zadaje wysokie obrażenia wszystkim wrogom, gdy użytkownikowi skończy się HP.","Fügt allen Gegnern hohen Schaden zu, während der Anwender sämmtliche HP verliert.",Наносит всем врагам большой урон как только заканчиваются ОЗ.,"Сильно шкодить ворогам, як тільки у користувача закінчаться ОЗ."
FLAMEBURST_DIALOG,{n0}{name} violently burst into flames!,{n0}{name} s'enflamme avec fracas ¦,{n0}{name} prende fuoco brutalmente!,{n0}{name}は　おおきく　ばくはつした！,{name}{n0} 격렬히 타오르는 화염에 휩싸였다!,¡{n0}{name} estalló violentamente en llamas!,,{n0}{name} explodiu violentamente em chamas!,{name} gwałtownie stanął{n4} w płomieniach!,{n0}{n10} brach in gewaltige Flammen aus!,{name} яростно вспыхнул{n6} пламенем!,{name} бурхливо спалахну{n6}!
FLOAT_NAME,Float,Flottement,Fluttua,とびまわる,떠다니기,Flotar,Flotar,Flutuar,Unoszenie,Schweben,Полёт,Ширяння
FLOAT_DESC,Float around.,Flotter dans les airs.,Fluttua per aria.,あたりを　とびまわる。,둥둥 떠다닌다.,Flota alrededor.,Flota alrededor.,Dá uma flutuada.,Unoszenie się dookoła.,Schwebe herum.,Полёт в воздухе.,Ширяння в повітрі.
FLOAT_DIALOG,{n0}{name} floated around!,{n0}{name} flotte dans les airs ¦,{n0}{name} fluttua per aria!,{name}は　あたりを\nとびまわっている！,{name}{n0} 둥둥 떠다니는 중이다.,¡{n0}{name} flotó alrededor!,¡{n0}{name} está flotando!,{n0}{name} flutuou!,{name} unosi się dookoła!,{n0}{n10} schwebte herum!,{name} наматывает круги в воздухе!,{name} ширяє у повітрі!
GETDISTRACTED_NAME,Get Distracted,Distraction,Distraiti,ぼんやりする,주의 분산,Distraerse,Distraerse,Se Distrair,Rozproszenie,Ablenkung,Потеря концентрации,Втрата концентрації
GETDISTRACTED_DESC,Get distracted by something.,Se laisser distraire par quelque chose.,Distraiti da qualcosa.,しゅうちゅうできずに\nそのばで　ぼーっとしてしまう。,주의가 산만해져 집중할 수 없게 된다.,Distraerse con algo.,Distraerse con algo.,Fica distraído com alguma coisa.,Rozproszenie swojej uwagi.,Werde von etwas abgelenkt.,Отвлечение на что-то другое.,Відволікання на щось.
GETDISTRACTED_DIALOG,{n0}{name} got distracted by something!,{n0}{name} se laisse distraire ¦,{n0}{name} si distrae!,{name}は　ぼーっとしている・・・。,{name}{n0} 집중하지 못하고 멍하니~ 있다...,¡{n0}{name} se distrajo con algo!,¡{n0}{name} se ha distraído con algo!,{n0}{name} se destraiu com alguma coisa!,Coś rozproszyło {n3}!,{n0}{n10} wurde von etwas abgelenkt!,{name} не может собраться с мыслями!,Щось відволікло {n3}!
HEALING_NAME,Healing,Guérison,Cura,ヒーリング,힐링,Curar,Sanar,Medicina,Uzdrowienie,Heilung,Исцеление,Оздоровлення
HEALING_ART,,,,,"는,가,를,와",,,,",Uzdrowienia",,"Исцеление,Исцеления,Исцелению,Исцеление","Оздоровлення,Оздоровлення,Оздоровленню,Оздоровлення"
HEALINGA_DESC,Cures one status ailment.,Guérit une altération d'état.,Cura un problema di stato.,ステータスを　ひとつ　かいふくする。,한 명의 상태 이상을 회복한다.,Cura un problema de estado.,Cura un estado alterado.,Cura uma condição negativa.,Leczy jedną dolegliwość.,Heilt eine Statusveränderung.,Избавляет от недуга.,Позбавляє від одного недуга.
HEALINGB_DESC,Cures two status ailments.,Guérit deux altérations d'état.,Cura due problemi di stato.,ステータスを　ふたつ　かいふくする。,두 명의 상태 이상을 회복한다.,Cura dos problemas de estado.,Cura dos estados alterados.,Cura duas condições negativas.,Leczy dwie dolegliwości.,Heilt zwei Statusveränderungen.,Избавляет от двух недугов.,Позбавляє від двох недугів.
