key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
DIALOGUE_REUSABLE_DAD_NORMAL_7,[@](Click! Beep-beep-beep...),[@](Clic ! Bip-bip-bip...),[@](Click! Bip-bip-bip...),[@]ガチャン　ツーツーツー,[@](딸깍! 삡-삐-삐...),[@](¡Click! Bip-bip-bip...),[@](¡Clic! Bip-bip-bip...),[@](Clic! Tu... tu... tu...),[@](Klik! Bip-bip-bip...),[@](Klick! Biep-biep-biep ...),[@](Щёлк! Би-и-ип... би-и-ип... би-и-ип...),[@](Клац! Бі-і-іп... бі-і-іп... бі-і-іп...)
DIALOGUE_REUSABLE_DAD_NORMAL_SPEAKER_Dad,Dad,Papa,Papà,パパ,아빠,Papá,Papá,Pai,Tata,Papa,Папа,Тато
DIALOGUE_REUSABLE_DOORBLOCKED_0,[@]The door won't open!,[@]La porte ne s'ouvre pas !,[@]La porta non si apre!,[@]ドアが　ひらかない！,[@]문은 열려있지 않다!,[@]¡La puerta no se abrirá!,[@]¡La puerta no se abre!,[@]A porta não quer abrir!,[@]Drzwi się nie otwierają!,[@]Die Tür lässt sich nicht öffnen!,[@]Дверь не открывается!,[@]Двері не відчиняються!
DIALOGUE_REUSABLE_EASYTOBREAK_0,[@]You could easily break this with your bat.,[@]Vous devriez pouvoir facilement briser ceci avec votre batte.,[@]Si potrebbe rompere con la tua mazza.,[@]ふるびたバットで　こわしてしまおう。,[@]배트로 쉽게 부술 수 있을 것 같다.,[@]Podrías romperlo facilmente con tu bate.,[@]Podrías romper esto fácilmente con tu bate.,[@]Dá pra quebrar isso facilmente com o seu taco.,[@]Można to łatwo złamać kijem.,[@]Mit deinem Baseballschläger könntest du sie mit Leichtigkeit zerstören.,[@]Здесь справится твоя бита.,[@]Ось тут впорається бита.
DIALOGUE_REUSABLE_HARDTOBREAK_0,[@]This looks too hard to break.,[@]Ça a l'air trop difficile à briser.,[@]Sembra troppo difficile da rompere.,[@]どうにもならないし　どうしようもない。,[@]부수기 어려워 보인다.,[@]Se ve muy dificil de romper.,[@]Parece demasiado duro como para romperlo.,[@]Parece duro demais para quebrar.,[@]Wydaje się zbyt twarde do złamania.,[@]Sieht zu hart aus zum Zerstören.,[@]Это так просто не сломать.,"[@]Здається, це не зламати."
DIALOGUE_REUSABLE_HEALER_0,"[@]Though you may not believe it, I'm a healer.[WAIT@]If you have some illness that cannot be treated at the hospital, it's my job to cure you.","[@]Crois-le ou non, mais je suis un guérisseur.[WAIT@]Si tu as une maladie qui ne peut pas être traitée à l'hôpital, c'est mon rôle de te guérir.","[@]Non ci crederai, ma sono un guaritore.[WAIT@]Se hai qualche malattia che non puoi curare all'ospedale, lascia fare a me.",[@]しんじようが　しんじまいが\nわたしはヒーラー。[WAIT@]びょういんで　ちりょうできない\nびょうきでもなおせるのだ。,"[@]안 믿기겠지만, 저는 힐러예요.[WAIT@]병원에서 치료할 수 없는 병도 치료하는 것이 저의\n일이에요.","[@]Aunque no me creas, soy un Curandero.[WAIT@]Si tienes una enfermedad que no puede ser tratada en el hospital, es mi trabajo curarte.","[@]Aunque no lo creas, soy un sanador.[WAIT@]Si tienes alguna enfermedad que no pueda ser tratada en el hospital, es mi trabajo curarte.","[@]Acredite ou não, eu sou um curandeiro.[WAIT@]Se você está com alguma doença que o hospital não trata, é o meu trabalho te curar.","[@]Może[if party:plural]cie[else]sz[/if] mi nie wierzyć, ale jestem uzdrowicielem.[WAIT@]Jeśli ma[if party:plural]cie[else]sz[/if] jakąś chorobę, której nie można wyleczyć w szpitalu, moim zadaniem jest [if party:plural]was[else]cię[/if] wyleczyć.","[@]Auch wenn [if party:plural]ihr[else]du[/if] mir vielleicht nicht glauben [if party:plural]mögt[else]magst[/if], ich bin tatsächlich ein Heiler.[WAIT@]Wenn [if party:plural]ihr[else]du[/if] etwas [if party:plural]habt[else]hast[/if], das nicht im Krankenhaus behandelt werden kann, ist es mein Job, [if party:plural]euch[else]dich[/if] zu heilen.","[@][if party:plural]Можете[else]Можешь[/if] не верить, но я целитель.[WAIT@]Если у [if party:plural]кого-то из вас[else]тебя[/if] есть недуг, который не лечится в больнице, моя задача — его устранить.","[@][if party:plural]Можете[else]Можеш[/if] не вірити, але я цілитель.[WAIT@]Якщо у [if party:plural]когось із вас[else]тебе[/if] є недуга, яку не усунути в лікарні, моя місія — її зігнати."
DIALOGUE_REUSABLE_HEALER_2,[@]It will cost $120 to cure any and all ailments from your body.,[@]Ça te coûtera 120 $ pour guérir toutes tes altérations d'état.,[@]Guarire tutti tuoi problemi di stato ti costerà 120 $.,[@]１２０ドルで　すべての　びょうきを\nなおすことができるが　どうしたい？,[@]병을 치료하는 데 120달러가 드는데 괜찮나요?,[@]Te costara $120 para curar todas las dolencias de tu cuerpo.,[@]Costará 120$ curar todas las dolencias de tu cuerpo.,[@]Vai custar $120 para curar todas as enfermidades do seu corpo.,[@]Wyleczenie wszystkich dolegliwości kosztuje 120$.,"[@]Es kostet [if party:plural]euch[else]dich[/if] nur 120 $, um [if party:singular]deinen[else]eure[/if] Körper von jeglichen Beschwerden zu heilen.",[@]Избавление от всех недугов обойдётся [if party:plural]вам[else]тебе[/if] в 120 $.,[@]Позбавлення від всіх недуг коштуватиме [if party:plural]вам[else]тобі[/if] 120 $.
DIALOGUE_REUSABLE_HEALER_2-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так
DIALOGUE_REUSABLE_HEALER_2-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні
DIALOGUE_REUSABLE_HEALER_3,[@]Who needs healing?,[@]Qui a besoin d'être guéri ?,[@]Chi devo guarire?,[@]だれを　ヒーリングする？,[@]치료가 필요하신 환자 분?,[@]¿Quién necesita ser tratado?,[@]¿Quién necesita sanación?,[@]Quem precisa de cura?,[@]Kto potrzebuje uzdrowienia?,[@]Braucht wer eine Heilung?,[@]Кого исцелить?,[@]Кому потрібне оздоровлення?
DIALOGUE_REUSABLE_HEALER_5,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.
DIALOGUE_REUSABLE_HEALER_7,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.
DIALOGUE_REUSABLE_HEALER_9,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.
DIALOGUE_REUSABLE_HEALER_11,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.
DIALOGUE_REUSABLE_HEALER_13,[@]All done.,"[@]Voilà, c'est fait.",[@]Fatto.,[@]っはい！もうなおってる。\nわたしって　スゴイ！,[@]치료되었습니다.,[@]Todo listo.,[@]Todo listo.,[@]Prontinho.,[@]Załatwione.,[@]Erledigt.,[@]Готово.,[@]Готово.
DIALOGUE_REUSABLE_HEALER_14,[@]Does anyone else need healing?,[@]Est-ce que quelqu'un d'autre a besoin d'être guéri ?,[@]Devo guarire qualcun altro?,[@]ほかにも　ちりょうがひつような\nひとは　いるかい？,[@]또 치료가 필요하신 환자 분 있나요?,[@]¿Alguien más necesita ser tratado?,[@]¿Alguien más necesita sanación?,[@]Alguém mais precisa de cura?,[@]Czy ktoś jeszcze potrzebuje uzdrowienia?,[@]Braucht noch jemand eine Heilung?,[@]Кого-то ещё надо исцелить?,[@]Комусь іще потрібне оздоровлення?
DIALOGUE_REUSABLE_HEALER_14-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так
DIALOGUE_REUSABLE_HEALER_14-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні
DIALOGUE_REUSABLE_HEALER_15,"[@]Mmm, come back when necessary.","[@]Mmh, reviens quand tu en auras besoin.","[@]Mmm, torna se ci fosse bisogno.",[@]いつでも　もどってきてくれ。,"[@]음, 지금은 치료할 게 없어 보이네요.","[@]Mmm, regresa cuando sea necesario.","[@]Mmm, vuelve cuando sea necesario.","[@]Hmm, volte quando for necessário.","[@]Mmm, wróć[if party:plural]cie[/if] w razie potrzeby.","[@]Mm-hmm, komm[if party:plural]t[/if] wieder, wenn es nötig ist.","[@]М-м-м, [if party:plural]возвращайтесь[else]возвращайся[/if], если потребуется.","[@]М-м-м, [if party:plural]повертайтесь[else]повертайся[/if], коли потрібно."
DIALOGUE_REUSABLE_HEALER_16,[@]This person doesn't have an illness I can treat.,[@]Cette personne n'est pas atteinte d'une maladie que je puisse traiter.,[@]Questa persona non ha malattie che posso guarire.,[@]いたって　けんこうなようだが・・・。,[@]나중에 다치면 와주세요!,[@]Esta persona no tiene una enfermedad para ser curada.,[@]Esta persona no tiene ninguna enfermedad que yo pueda tratar.,[@]Essa pessoa não tem uma doença que eu posso tratar.,"[@]Ta osoba nie cierpi na chorobę, którą mogę wyleczyć.","[@]Diese Person hat keine Krankheit, die ich heilen könnte.",[@]Я не смогу исцелить этого человека.,[@]Я не зможу зцілити цю людину.
DIALOGUE_REUSABLE_HEALER_18,"[@]If you don't have any money, I'm afraid you'll just have to keep on going in your current state.","[@]Si tu n'as pas d'argent, je crains fort que tu ne doives rester comme ça.","[@]Se non ti bastano i soldi, temo che dovrai andare avanti così come sei.",[@]おかねが　なければ　ちりょうできんのだ。,[@]돈이 부족하면 치료할 수 없어요.,"[@]Si no tienes dinero, me temo que seguirás teniendo tus dolencias.","[@]Si no tienes dinero, me temo que voy a tenerte que dejar en tu estado actual.","[@]Sinto muito, mas se você está sem dinheiro, vai ter que ficar assim mesmo.","[@]Jeśli nie ma[if party:plural]cie[else]sz[/if] pieniędzy, obawiam się, że musi[if party:plural]cie[else]sz[/if] dalej żyć w obecnym stanie.","[@]Wenn du kein Geld hast, fürchte ich, dass du in deinem jetzigen Zustand beharren musst.","[@]Боюсь, если у [if party:plural]вас[else]тебя[/if] нет денег, [if party:plural]вам[else]тебе[/if] так и придётся жить в этом состоянии.","[@]Гм-м... Якщо у [if party:plural]вас[else]тебе[/if] немає грошей, [if party:plural]вам[else]тобі[/if] так і доведеться існувати в цьому стані."
DIALOGUE_REUSABLE_HEALER_SPEAKER_Healer,Healer,Guérisseur,Guaritore,ヒーラー,힐러,Curandero,Sanador,Curandeiro,Uzdrowiciel,Heiler,Целитель,Цілитель
DIALOGUE_REUSABLE_LOCKLOCKED_0,[@]It's locked.,[@]C'est fermé.,[@]È chiuso.,[@]カギが　かかっている。,[@]잠겨있다.,[@]Está cerrado.,[@]Está cerrado.,[@]Está trancado.,[@]Zamknięte.,[@]Verschlossen.,[@]Закрыто.,[@]Закрито.
DIALOGUE_REUSABLE_LOCKOPENED_0,[@][PartyLead] used [ItemArt1][ItemName].,[@][PartyLead] utilise [ItemArt1][ItemName].,[@][PartyLead] usa [ItemArt1][ItemName].,[@][PartyLead]は　[ItemName]を\nつかった。,[@][PartyLead][LeadArt0] [ItemName][ItemArt2] 사용했다.,[@][PartyLead] usó [ItemArt1][ItemName].,[@][PartyLead] ha usado [ItemArt1][ItemName].,[@][PartyLead] usou [ItemArt1][ItemName].,[@][PartyLead] użył[LeadArt4] [ItemArt3].,[@][PartyLead] benutzte [ItemArt6][ItemName].,[@][PartyLead] использует [ItemArt3].,[@][PartyLead] використовує [ItemArt3].
DIALOGUE_REUSABLE_NOTHOUGHTS_0,[@]No thoughts here.,[@]Vous ne décelez aucune pensée.,[@]Nessun pensiero qui.,[@]だれが　いるというのだ。,[@]여기에는 아무것도 없다.,[@]No hay pensamientos aquí.,[@]Ningún pensamiento aquí.,[@]Nenhum pensamento aqui.,[@]Żadnych przemyśleń.,[@]Keine Gedanken hier.,[@]Никаких мыслей.,[@]Жодних думок.
DIALOGUE_REUSABLE_NOTTIME_0,[@]Now's not the time for that!,[@]Ce n'est pas le moment de faire ça !,[@]Non è il momento!,[@]いまは　それどころではない！,[@]지금은 그럴 때가 아니야!,[@]¡Ahora no es momento para eso!,[@]¡Ahora no es momento para eso!,[@]Não é hora pra isso!,[@]To nie czas na to!,[@]Jetzt ist nicht die Zeit dafür!,[@]Сейчас не подходящее время!,[@]Зараз немає часу для цього!
DIALOGUE_REUSABLE_PAYPHONENOMONEY_0,[@]You're missing $5.,[@]Il vous manque 5 $.,[@]Ti mancano 5 $.,[@]つかうには　５ドルが　ひつようだ。,[@]당신은 5달러를 잃어버렸다.,[@]Te faltan $5.,[@]Te faltan 5$.,[@]Você não tem $5.,[@]Brakuje ci 5$.,[@]Dir fehlen 5 $.,[@]У тебя нет 5 $.,[@]Тобі бракує 5 $.
DIALOGUE_REUSABLE_PHONENOANSWER_0,[@]Beeep...,[@]Biip...,[@]Biip...,[@]ツーツーツー,[@](삡-삐-삐...),[@]Biip...,[@]Biip...,[@]Tuuu...,[@]Biiiiip...,[@]Bieeeep ...,[@]Би-и-и-ип...,[@]Бі-і-і-іп...
DIALOGUE_REUSABLE_PINKSHELL_0,[@]A voice is speaking into [PartyLead]'s mind.,[@]Une voix résonne dans l'esprit d[fr_eli][PartyLead].,[@]Si sente una voce nella testa di [PartyLead].,[@][PartyLead]の　こころに\nなにかが　といかけてきている。,[@][PartyLead]의 내면이 일렁인다.,[@]Una voz habla en la mente de [PartyLead].,[@]Una voz le habla a la mente de [PartyLead].,[@]Uma voz está falando na mente de [PartyLead].,[@]Głos przemawia do umysłu [LeadArt1].,[@]Eine Stimme spricht in [LeadArt11] Geist.,[@]В разуме [LeadArt1] раздаётся таинственный голос...,[@]У розумі [LeadArt1] лунає таємничий голос...
DIALOGUE_REUSABLE_PINKSHELLTELEPATHY_0,[@][PartyLead] felt this question enter [LeadArt4] mind.[WAIT@]“Who has lost his tail?”,[@][PartyLead] entend ces mots...[WAIT@]« Où se trouve la queue de l'esprit ? »,[@][PartyLead] sente entrare questa domanda nella sua mente.[WAIT@]“Chi ha perso la coda?”,[@][PartyLead]は　こえを　きいた。[WAIT@]「かみのしっぽはどこにある。」,[@]누군가의 목소리가 서서히 들려온다.[WAIT@]“신의 꼬리를 잃은 자는 누구인가?”,[@][PartyLead] sintió esta pregunta entrar por su mente.[WAIT@]“¿Quién ha perdido la cola?”,[@][PartyLead] ha sentido cómo la pregunta entraba en su cabeza.[WAIT@]«¿Quién ha perdido su cola?»,[@][PartyLead] sentiu uma pergunta penetrar sua mente.[WAIT@]“Quem perdeu a cauda?”,[@][PartyLead] poczuł to pytanie w swoim umyśle:[WAIT@]„Kto zgubił swój ogon?”,[@][PartyLead] spürte eine Frage in [LeadArt4]em Kopf:[WAIT@]„Wer hat seinen Schweif verloren?”,"[@]И [PartyLead], наконец, услышал вопрос:[WAIT@]«Кто потерял свой хвост?»","[@]Нарешті, [PartyLead] відчув питання:[WAIT@]«Хто втратив свій хвіст?»"
DIALOGUE_REUSABLE_PINKSHELLTELEPATHY_2,"[@]Finding the entry in the Great-Grand Father's Diary,[WAITBR][PartyLead] read out loud...","[@]Après avoir retrouvé la note dans le journal de son arrière-grand-père,[WAITBR][PartyLead] prononce à voix haute :","[@]Trovando l'appunto nel Diario del bisnonno,[WAITBR][PartyLead] legge ad alta voce...",[@][PartyLead]はそうそふのにっきの　なかから[WAITBR]つづきのことばをみつけ　よみあげた。,[@]증조할아버지의 일기에서 관련 내용을 찾았다.[WAITBR][PartyLead][LeadArt0] 소리 내어 읽었다...,"[@]Encontrando la entrada en el Diario del bisabuelo,[WAITBR][PartyLead] lo lee en voz alta...","[@]Encontrando la nota en el Diario del bisabuelo,[WAITBR][PartyLead] lee en voz alta...",[@][PartyLead] procurou o trecho no Diário do Bisavô[WAITBR]e leu em voz alta.,"[@]Znalazłszy wpis w Pamiętniku Pradziadka,[WAITBR][PartyLead] przeczytał na głos...",[@]Nach dem Finden des Eintrags in Uropas Tagebuch[WAITBR]las [PartyLead] laut vor ...,"[@]Найдя запись в дневнике прадедушки,[WAITBR][PartyLead] произнёс вслух...","[@]Відшукавши запис у щоденнику прадідуся,[WAITBR][PartyLead] промовив вголос..."
DIALOGUE_REUSABLE_PINKSHELLTELEPATHY_4,[@]The forgotten one of the ship that sails the cosmos!,[@]« ... Qu'a laissée derrière lui le vaisseau s'élevant dans les cieux. »,[@]Colui che fu dimenticato dalla nave che solca il cosmo!,[@]「あまかける　ふねの　わすれもの。」,[@]우주로 향하는 배 속에서 잊힌 사람!,[@]“¡Aquel olvidado en la nave que surca los cosmos!”,[@]«¡Aquel olvidado del navío que surca el cosmos!»,[@]“O que foi esquecido do navio que navega pelo cosmos!”,"[@]„Zapomniany ze statku, który żegluje przez kosmos!”","[@]„Der Vergessene des Schiffes, das zum Kosmos emporstieg!”","[@]«Забвенный с корабля, бороздящего просторы бескрайнего космоса!»","[@]«Забутий з кораблю, що пливе крізь космос!»"
DIALOGUE_REUSABLE_SQUEAK_0,[@]Squeeeak squeak.,[@]Couiiic couic.,[@]Squiiiit squit.,[@]チューチュー。,[@]찍찍찍.,[@]Squeeeak squeak.,"[@]Chiii, chi.",[@]Quiii! Qui!,[@]Pisk pisk.,[@]Quieeeetsch quietsch.,[@]Пи-пи-пи-и!,[@]Пі-пі-пі-і!
DIALOGUE_REUSABLE_SQUEAK_SPEAKER_Noisy_Mouse,Nosy Mouse,Souris fouineuse,Topo ficcanaso,おせっかいなネズミ,박학다식한 쥐,Ratón chismoso,Ratón metomentodo,Rato Fofoqueiro,Ciekawska mysz,Mausige Maus,Любопытная мышь,Допитлива миша
DIALOGUE_REUSABLE_STRAYTHOUGHTS_0,[@]Nothing but stray thoughts.,[@]Rien d'autre que des pensées vagabondes.,[@]Solo pensieri vaganti.,[@]あたまの　なかが　まっしろの　ようだ。,[@]멀뚱히 서 있다.,[@]Nada más que pensamientos perdidos.,[@]Solo pensamientos perdidos.,[@]Nada a não ser pensamentos vagos.,[@]Nic tylko błądzące myśli.,[@]Nur wirre Gedanken.,"[@]Ничего, кроме случайных мыслей.",[@]Нічого крім блукаючих думок.
DIALOGUE_REUSABLE_TEAKETTLE_0,[@]Would you like some tea?,[@]Désirez-vous une tasse de thé ?,[@]Gradiresti del tè?,[@]おちゃを　のむ？,[@]차를 마실까?,[@]¿Deseas un poco de té?,[@]¿Quieres un poco de té?,[@]Tirar uma pausa para o chá?,[@]Napije[if party:plural]cie[else]sz[/if] się herbaty?,[@][if party:plural]Möchtet ihr[else]Möchtest du[/if] etwas Tee?,[@][if party:plural]Хотите[else]Хочешь[/if] чаю?,[@][if party:plural]Хочете[else]Хочеш[/if] чаю?
DIALOGUE_REUSABLE_TEAKETTLE_0-OPT_0,Yes,Oui,Sì,はい,네,Sí,Sí,Sim,Tak,Ja,Да,Так
DIALOGUE_REUSABLE_TEAKETTLE_0-OPT_1,No,Non,No,いいえ,아니오,No,No,Não,Nie,Nein,Нет,Ні
DIALOGUE_REUSABLE_TEAKETTLE_1,[@]You enjoyed some quality tea time.,[@]Vous avez profité d'un petit moment de dégustation.,[@]Bere il tè ti ha rilassato.,[@]おちゃをのんで　すっかりくつろいだ。,[@]나쁘지 않은 티타임이었다.,[@]Disfrutastes una buena hora de té.,[@]Has disfrutado de un té de calidad.,[@]Você aproveitou bem a pausa para o chá.,[@]Miło spędzi[if party:plural]liście[else]łeś[/if] czas przy herbacie.,[@][if party:plural]Ihr habt[else]Du hast[/if] ein erholsames Teetrinken genossen.,[@][if party:plural]Вы отлично провели[else]Ты отлично провёл[/if] время за чашкой чая.,[@][if party:plural]Ви чудово провели[else]Ти чудово провів[/if] час за чашкою чаю.
DIALOGUE_REUSABLE_TEAKETTLE_2,[@]There's no time for tea.,[@]Ce n'est pas le moment de boire du thé.,[@]Non c'è tempo per il tè.,[@]やめておいた。,[@]차 한 잔의 여유를 알 정도로 품격 있지는 않다.,[@]No hay tiempo para el té.,[@]Ahora no es la hora del té.,[@]Não há tempo para o chá.,[@]Nie ma czasu na herbatę.,[@]Keine Zeit für Tee.,[@]Не подходящее время для чаепития.,[@]Нема часу чаювати.
