key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk,pr
DIALOGUE_PODUNK_DAD_POLTERGEIST_7,"[@]We put all of his junk in the [color]basement[/color], but I think it's locked.[WAIT@]The [color]key[/color] shouldn't be too far...","[@]On a déposé toutes ses vieilles affaires à la [color]cave[/color], mais je crois qu'elle est fermée à clé.[WAIT@]La [color]clé[/color] ne doit pas être bien loin...","[@]Abbiamo messo tutta la sua roba nel [color]seminterrato[/color], ma penso sia chiuso a chiave.[WAIT@]La [color]chiave[/color] non sarà lontana...",[@]いひんは　すべて　[color]ちかしつ[/color]にしまってあるよ。[WAIT@][color]カギ[/color]は　どこだったかな・・・。[WAIT@]わすれた。,[@]그 일기가 지금은 [color]지하실[/color]에 잡동사니랑 같이\n있을텐데...[WAIT@][color]열쇠[/color]를 어디에 뒀는지 기억나지 않는구나...,"[@]Pusimos todas sus cosas en el [color]sótano[/color], pero creo que está cerrado.[WAIT@]La [color]llave[/color] no debe de estar lejos...","[@]Pusimos todos sus trastos en el [color]sótano[/color], pero creo que está cerrado.[WAIT@]La [color]llave[/color] no debería de estar muy lejos...","[@]A gente guardou todas as tralhas dele no [color]porão[/color], mas acho que está trancado.[WAIT@]A [color]chave[/color] não deve estar muito longe...","[@]Schowaliśmy wszystkie jego rupiecie w [color]piwnicy[/color], ale wygląda na to, że jest zamknięta.[WAIT@][color]Klucz[/color] powinien być gdzieś niedaleko...","[@]Wir haben all sein Zeug in den [color]Keller[/color] gelegt, aber ich glaub, der ist verschlossen.[WAIT@]Der [color]Schlüssel[/color] sollte nicht weit sein ...","[@]Мы положили всё его барахло в [color]кладовку[/color],\nно, по-моему, она сейчас закрыта.[WAIT@][color]Ключ[/color] должен быть где-то неподалёку...","[@]Ми поклали весь його мотлох у [color]підвал[/color],\nале, здається, він зараз зачинений.[WAIT@][color]Ключ[/color] повинен бути десь неподалік...",
DIALOGUE_PODUNK_DAD_POLTERGEIST_9,"[@]Anyway, you're our only hope![WAIT@]You've always dreamed about going on an adventure, haven't you?[WAIT@]Well, go forth and protect us all, [Ninten]![WAIT@]Oh, and if you ever need to [color]SAVE your progress[/color], don't forget to [color]call your dear old dad[/color].","[@]En tout cas, tu es notre seul espoir ![WAIT@]Tu as toujours rêvé de partir à l'aventure, pas vrai ?[WAIT@]Eh bien va, [Ninten], et protège-nous tous ![WAIT@]Ah, et si jamais tu as besoin de [color]SAUVEGARDER ta progression[/color], n'oublie pas d'[color]appeler ton bon vieux papa[/color].","[@]Comunque, sei la nostra unica speranza![WAIT@]Hai sempre voluto andare all'avventura, vero?[WAIT@]Beh, vai e proteggici tutti, [Ninten]![WAIT@]Ah, e se mai ti servisse [color]SALVARE i tuoi progressi[/color], non dimenticare di [color]chiamarmi[/color].",[@]とにかく　おまえだけがたよりだ。[WAIT@]すすめ！　[Ninten]！[DELAY]\nみんなを　まもってくれ。[WAIT@]あと　[color]セーブ[/color]がしたいときは\nいつでも　パパに　でんわするんだぞ。,"[@]넌 항상 모험을 꿈꿔왔었잖아, 그렇지?[WAIT@]이번 기회의 우리의 유일한 희망이 되어 우리 가족을\n지켜주렴, [Ninten]![WAIT@]아, 그리고 지금까지의 여정을 [color]기록[/color]하고 싶다면,[BR]아빠에게 전화하렴.[WAIT@]그럼 이만.","[@]De todos modos, ¡eres nuestra única esperanza![WAIT@]Siempre has soñado en ir de aventuras, ¿no es así?[WAIT@]¡Bueno, ve y protégenos a todos, [Ninten]![WAIT@]Oh, y si alguna vez necesitas [color]GUARDAR tu progreso[/color], no olvides en [color]llamar a tu querido y viejo padre[/color].","[@]En fin, ¡eres nuestra única esperanza![WAIT@]Siempre has soñado con irte de aventuras, ¿no?[WAIT@]Pues venga, ¡sal y protégenos a todos, [Ninten]![WAIT@]Ah, y si alguna vez necesitas [color]GUARDAR tu progreso[/color], no olvides [color]llamar a tu querido y viejo padre[/color].","[@]Enfim, você é a nossa única esperança![WAIT@]Você sempre sonhou em ir numa aventura, não é?[WAIT@]Bem, então vá e proteja-nos, [Ninten]![WAIT@]Ah, e se precisar [color]SALVAR o seu progresso[/color], não \nse esqueça de [color]ligar pro seu velho pai[/color], tá bom? Tchau, filhão!","[@]W każdym razie, jesteś naszą jedyną nadzieją![WAIT@]Zawsze marzyłeś o przygodzie, prawda?[WAIT@]Idź więc i chroń nas wszystkich, [Ninten]![WAIT@]Och, a jeśli kiedykolwiek będziesz musiał [color]ZAPISAĆ postępy[/color], nie zapomnij [color]zadzwonić do swojego kochanego staruszka[/color].","[@]Jedenfalls bist du unsere einzige Hoffnung![WAIT@]Du hast doch schon immer davon geträumt ein Abenteuer zu bestreiten, nicht wahr?[WAIT@]Also, schreite voran und beschütze uns alle, [Ninten]![WAIT@]Oh, und falls du [color]deinen Fortschritt SPEICHERN[/color] möchtest, vergiss nicht [color]deinen guten alten Vater anzurufen[/color].","[@]В общем, ты наша единственная надежда![WAIT@]Ты же всегда мечтал отправиться в приключение![WAIT@]Что ж, вперёд, [Ninten], защити нас всех![WAIT@]Ах да, если тебе будет нужно [color]СОХРАНИТЬ свой прогресс[/color], не забывай [color]звонить[/color] своему [color]дорогому старику-отцу[/color].","[@]Взагалі, ти наша єдина надія![WAIT@]Ти ж завжди мріяв вирушити у пригоду![WAIT@]Що ж, уперед, [Ninten], захищай нас усіх![WAIT@]І ще, якщо тобі буде потрібно [color]ЗБЕРЕГТИ прогрес[/color], не забувай [color]телефонувати[/color] своєму [color]улюбленому татусю[/color].",
DIALOGUE_PODUNK_DAD_POLTERGEIST_13,[@](Click! Beep-beep-beep...),[@](Clic ! Bip-bip-bip...),[@](Click! Bip-bip-bip...),[@]ガチャン　ツーツーツー,[@](딸깍! 삡-삐-삐...),[@](¡Click! Bip-bip-bip...),[@](¡Clic! Bip-bip-bip...),[@](Clic! Tu... tu... tu...),[@](Klik! Bip-bip-bip...),[@](Klick! Biep-biep-biep ...),[@](Щёлк! Би-и-ип... би-и-ип... би-и-ип...),[@](Клац! Бі-і-іп... бі-і-іп... бі-і-іп...),
DIALOGUE_PODUNK_DAD_POLTERGEIST_SPEAKER_Dad,Dad,Papa,Papà,パパ,아빠,Papá,Papá,Pai,Tata,Papa,Папа,Тато,
DIALOGUE_PODUNK_DAVE_0,"[@]Y-You aren't going to the cemetery, are you?[WAIT@]...There's word of zombies, so be careful.","[@]T-tu ne vas pas au cimetière, quand même ?[WAIT@]... Il paraît qu'il y a des zombies, alors fais attention.","[@]N-non stai andando al cimitero, vero?[WAIT@]... Si dice che si aggirano gli zombi lì, fai attenzione.",[@]お　おい。\nマジで　はかばに　いくのかよ。[WAIT@]はかばは　ゾンビだらけ　だって　はなしだぞ。[WAIT@]オレは　とめたからな。,"[@]ㄱ-공동묘지에 가려는 건 아니지?[WAIT@]...거긴 지금 좀비가 득실거린다는데, 조심해.","[@]N-no irás al cementerio, ¿verdad?[WAIT@]... Hay rumores de zombis, así que ten cuidado.","[@]N-no irás al cementerio, ¿verdad?[WAIT@]... Dicen que hay zombis allí, así que ve con cuidado.","[@]V-você não está pensando em ir no cemitério, está?[WAIT@]Tem uma horda de zumbis por lá, toma cuidado...","[@]N-nie idziesz na cmentarz, prawda?[WAIT@]... Chodzą plotki o zombie, więc bądź ostrożny.","[@][if party:plural]I-ihr geht[else]D-Du gehst[/if] nicht auf den Friedhof, oder?[WAIT@]... Dort soll es Zombies geben, also sei[if party:plural]d[/if] vorsichtig.","[@]Т-ты ведь случаем не на кладбище направляешься?[WAIT@]... Говорят, там зомби. Ты уж поосторожнее.","[@]Т-ти ж чазом не на цвинтар прямуєш?[WAIT@]... Кажуть, там зомбі, тому дивися в оба.",
DIALOGUE_PODUNK_DAVE_SPEAKER_Dave,Dave,Dave,Dave,デイブ,데이브,Dave,Dave,Dave,Dave,Dave,Дейв,Дейв,
DIALOGUE_PODUNK_DAVE_2_0,[@]You're terrific!,[@]Tu es prodigieux !,[@]Sei incredibile!,[@]おまえ　やるなぁ！,[@]해냈구나!,[@]¡Eres impresionante!,[@]¡Eres impresionante!,[@]Estupendo!,[@]Jesteś wspaniały!,[@]Du bist unglaublich!,[@]Ты великолепен!,[@]Ты неймовірен!,
DIALOGUE_PODUNK_DAVE_2_SPEAKER_Dave,Dave,Dave,Dave,デイブ,데이브,Dave,Dave,Dave,Dave,Dave,Дейв,Дейв,
DIALOGUE_PODUNK_DAVID_0,[@]I've got a weird disease where my coins keep disappearing.[WAIT@]The doctor says I have to stay away from arcades.[WAIT@]Who would've known I've got Pac-Man Fever.,[@]J'ai attrapé une drôle de maladie qui fait disparaître des pièces dans mon porte-monnaie.[WAIT@]Le médecin m'a dit que je devais me tenir éloigné des salles d'arcade.[WAIT@]Qui aurait cru que je choperais une Pac-Man Fever ?,[@]Ho un brutto problema per cui le mie monete continuano a sparire.[WAIT@]Il dottore dice che devo stare lontano dalle sale giochi.[WAIT@]Chi l'avrebbe mai detto che mi sarei preso la Febbre da Pac-Man.,[@]こわい　はなし　きかせてやろうか？\nポッケの　なかの　こぜにが　つぎつぎと\nひとりでに　きえていくのさ・・・。[WAIT@]いしゃに　そうだん　したら\nドクターストップ　かけられた。\n「ゲームセンターには　もういくな！」って。[WAIT@]やめられないし　とまらないんだよな。\nパックマンてさ。,"[@]난 동전이 계속 사라지는 병에 걸렸어.[WAIT@]의사는 치료가 필요할 정도로 심각한 오락실\n중독증이라더군.[WAIT@]흥, 웃기는 소리, 약만 처방받고 팩맨이나 하러\n가야겠어.",[@]Tengo una extraña enfermedad en la que mis monedas siguen desapareciendo.[WAIT@]El médico me ha dicho que tengo que mantenerme alejado de las maquinitas.[WAIT@]¿Quién sabría que me daría la fiebre Pac-Man?,[@]Tengo una extraña enfermedad por la que mis monedas no dejan de desaparecer.[WAIT@]El médico me ha recomendado mantenerme alejado de los salones recreativos.[WAIT@]¿Quién me diría que iba a pillar la\nFiebre de Pac-Man?,[@]Eu tô com uma doença esquisita... minhas moedas ficam desaparecendo do meu bolso![WAIT@]O médico disse que eu preciso ficar longe de fliperamas.[WAIT@]Quem diria que eu estou tendo um caso de Febre do Pac-Man!,"[@]Mam dziwną chorobę, przez którą moje monety ciągle znikają.[WAIT@]Lekarz powiedział, że muszę trzymać się z dala od salonów gier.[WAIT@]Kto by pomyślał, że mam Gorączkę Pac-Mana.","[@]Ich habe so eine komische Krankheit, wo meine Münzen verschwinden.[WAIT@]Der Arzt sagt, ich soll mich von Spielehallen fernhalten.[WAIT@]Wer hätte gedacht, dass ich Pac-Man-Fieber bekomme.","[@]У меня очень странная болезнь. Из моего кошелька периодически пропадают монеты.[WAIT@]Доктор мне говорит избегать аркадных залов.[WAIT@]Кто бы мог подумать, что это «пэкмания»...","[@]У мене дуже дивна хвороба: з мого гаманця регулярно зникають монети.[WAIT@]Лікар мені прописав уникати аркадних залів.[WAIT@]Хто б подумав, що у мене «Пак-манія»...",
DIALOGUE_PODUNK_DAVID_SPEAKER_David,David,David,David,デイビッド,데이브,David,David,Davi,David,David,Дэвид,Девід,
DIALOGUE_PODUNK_DISGUISEDZOMBIE_0,[@]Haha...[WAIT@]Fool...[WAIT@]Foolish fool...[WAIT@]You foolishly got lured into a false sense of security by my disguise...,[@]Haha...[WAIT@]Misérable...[WAIT@]Misérable misérable...[WAIT@]Tu as misérablement été dupé par le faux sentiment de sécurité que t'inspirait mon déguisement...,[@]Haha...[WAIT@]Sciocco...[WAIT@]Grandissimo sciocco...[WAIT@]Il tuo sciocco senso di sicurezza è nato dal mio travestimento...,[@]フフフフフ・・・。[WAIT@]バカめ・・・。[WAIT@]まんまと　だまされたな・・・。[WAIT@]オレさまの　へんそうは　いちりゅうだぜ。,[@]하하...[WAIT@]멍청한 꼬마 녀석...[WAIT@]내 변장에 완벽히 속아 넘어가다니...[WAIT@]넌 지금 네 인생에서 가장 멍청한 짓을 저지른\n거야...,[@]Haha...[WAIT@]Tonto...[WAIT@]Tonto tontísimo...[WAIT@]Te dejaste llevar tontamente por una falsa sensación de seguridad debido a mi disfraz...,"[@]Ja, ja...[WAIT@]Tonto...[WAIT@]Tonto tontaina...[WAIT@]Has caído como un tonto en la sensación de seguridad que deja mi disfraz...","[@]Haha...[WAIT@]Tolo...[WAIT@]Tolo, tolíssimo...[WAIT@]Você foi tolamente atraído por uma falsa sensação de segurança pelo meu disfarce...",[@]Haha...[WAIT@]Głupcze...[WAIT@]Głupi głupcze...[WAIT@]Głupio dałeś się zwabić w fałszywe poczucie bezpieczeństwa przez moje przebranie...,[@]Haha ...[WAIT@]Dummkopf ...[WAIT@]Dummer Dummkopf ...[WAIT@]Du hast dich dummerweise von meiner Tarnung in falsche Sicherheit gewogen.,[@]Ха-ха...[WAIT@]Дурачок...[WAIT@]Дурачище...[WAIT@]Я целиком и полностью одурачил тебя своей неприметной маскировкой...,[@]Ха-ха...[WAIT@]Дурень...[WAIT@]Дурило...[WAIT@]Я цілком та повністю обдурив тебе своїм непомітним маскуванням......,
DIALOGUE_PODUNK_DISGUISEDZOMBIE_4,"[@]Now... Prepare to become one of us, fool!","[@]Maintenant... prépare-toi à devenir l'un[LeadArt6] d'entre nous, misérable !","[@]Adesso... preparati a diventare uno di noi, sciocco!",[@]おまえも　ゾンビに　なれ！,[@]이제 너도 우리처럼 만들어주지! 멍청한 꼬마 녀석!,"[@]Ahora... ¡Prepárate para convertirte en uno de nosotros, tonto!","[@]Ahora... ¡Prepárate para volverte uno de los nuestros, tontaina!","[@]Agora, prepare-se para se tornar um de nós, tolo!","[@]A teraz... Przygotuj się, by stać się jednym z nas, głupcze!","[@]Und jetzt ... Mach dich bereit, einer von uns zu werden, Dummkopf!",[@]А теперь... дурачище... ты станешь одним из нас!,[@]А тепер... дурбецало... ти станеш одним із нас!,
DIALOGUE_PODUNK_DISGUISEDZOMBIE_SPEAKER_???,???,???,???,？？？,???,???,???,???,???,???,???,???,
DIALOGUE_PODUNK_DOLL_0,[@]It's not moving anymore.,[@]Elle ne bouge plus.,[@]Non si muove più.,[@]にんぎょうは　もう　うごかない。,[@]언제 그랬냐는 듯 움직이지 않는다.,[@]Ya no se está moviendo.,[@]Ya no se mueve.,[@]Não está mais se movendo.,[@]Już się nie rusza.,[@]Sie bewegt sich nicht mehr.,[@]Она больше не двигается.,[@]Вона більше не рухається.,
DIALOGUE_PODUNK_DOLLMELODY_0,[@]There's an old music box hidden inside the doll.[WAIT@][PartyLead] opened it.[WAIT@]A broken melody began to play.,[@]Une vieille boîte à musique est cachée à l'intérieur de la poupée.[WAIT@][PartyLead] ouvre la boîte à musique.[WAIT@]Une mélodie saccadée se fait entendre.,[@]C'è un vecchio carillon dentro la bambola.[WAIT@][PartyLead] lo apre.[WAIT@]Si sente musica a tratti.,[@]にんぎょうの　なかには\nふるい　オルゴールが　かくされていた。[WAIT@][PartyLead]はオルゴールを　あけた。[WAIT@]とぎれとぎれに　メロディーが　ながれた。,[@]음? 인형 안에 오래된 오르골이 숨겨져 있었다.[WAIT@][PartyLead][ko_part:PartyLead:0] 오르골을 돌렸다.[WAIT@]일부가 잘린 멜로디가 흘러나오기 시작했다.,[@]Hay una vieja caja musical escondida dentro de la muñeca.[WAIT@][PartyLead] la abrió.[WAIT@]Una melodía rota comenzó a sonar.,[@]Hay una vieja caja de música escondida dentro de\nla muñeca.[WAIT@][PartyLead] la ha abierto.[WAIT@]Una canción ha empezado a sonar.,[@]Tem uma caixa de música antiga dentro da boneca.[WAIT@][PartyLead] a abriu.[WAIT@]Uma melodia arranhada começou a tocar...,[@]Wewnątrz lalki ukryta jest stara pozytywka.[WAIT@][PartyLead] otworzył ją.[WAIT@]Zaczęła grać urywana melodia.,[@]In der Puppe ist eine alte Spieluhr versteckt.[WAIT@][PartyLead] öffnete sie.[WAIT@]Eine rudimentäre Melodie begann zu spielen.,[@]Внутри куклы спрятана старая музыкальная шкатулка.[WAIT@][PartyLead] открыл её.[WAIT@]Прозвучала коротенькая мелодия.,[@]Усередині ляльки захована стара музична шкатулка.[WAIT@][PartyLead] відчинив її.[WAIT@]Прозвучала зламана мелодія.,
DIALOGUE_PODUNK_DOLLMELODY_4,[@][PartyLead] remembered the tune.,[@][PartyLead] apprend la mélodie.,[@][PartyLead] impara la melodia.,[@][PartyLead]は　メロディーを　おぼえた。,[@][PartyLead][ko_part:PartyLead:0] 멜로디를 기억했다.,[@][PartyLead] recordó la melodía.,[@][PartyLead] ha aprendido la melodía.,[@][PartyLead] lembrou-se da melodia.,[@][PartyLead] zapamiętał melodię.,[@][PartyLead] merkte sich das Lied.,[@][PartyLead] запомнил мелодию.,[@][PartyLead] запам'ятав мелодію.,
DIALOGUE_PODUNK_ELEPHANT_0,[@]Toooot.,[@]Broaaaa.,[@]Toooot.,[@]パオーン！,[@]뿌우우우.,[@]Bruaaaaa.,[@]Bruaaaa.,[@]FUÓÓÓ!,[@]Truuuu.,[@]Törööö.,[@]Тр-р-ру.,[@]Тр-р-ру.,
DIALOGUE_PODUNK_ELEPHANT_SPEAKER_John,John,John,John,ジョン,존,John,John,João,John,Benjamin,Джон,Джон,
DIALOGUE_PODUNK_ELEPHANT_THOUGHTS_0,[@](I'm not the elephant I was a few minutes ago.),[@](Je ne suis plus l'éléphant que j'étais il y a quelques minutes.),[@](Non sono l'elefante che ero qualche minuto fa.),[@]（めが　さめたみたいだゾウ）,[@](몇 분 전의 그 난폭했던 나는 잊어줘.),[@](No soy el mismo elefante que era hace unos minutos.),[@](No soy el mismo elefante que era hace unos minutos.),[@](Eu não sou mais o elefante que eu era antes.),"[@](Nie jestem już tym słoniem, którym byłem kilka minut temu.)","[@](Ich bin nicht mehr der Elefant, der ich vor ein paar Minuten war.)","[@](Я больше не тот слон, коим был несколько минут назад.)","[@](Я більше не той слон, яким був кілька хвилин тому.)",
DIALOGUE_PODUNK_ELEPHANT_THOUGHTS_SPEAKER_John,John,John,John,ジョン,존,John,John,João,John,Benjamin,Джон,Джон,
DIALOGUE_PODUNK_EMMA_0,"[@]One of my friends got into a fight with a stray dog and fell unconscious.[WAIT@]Thankfully, the hospital was able to revive her in an instant!","[@]L'un de mes amis s'est évanoui en affrontant un chien errant.[WAIT@]Heureusement, les médecins de l'hôpital ont réussi à le ramener à la vie en un instant !","[@]Una mia amica si è azzuffata con un cane randagio e ha perso i sensi.[WAIT@]Per fortuna, l'ospedale l'ha rianimata subito!",[@]ともだちが　のらイヌに　がぶりんちょ！って\nされちゃって　おおけが　しちゃったんだよ。[WAIT@]ちかくに　びょういんが　あって　よかったぁ。\n１２はりも　ぬったって　いってたよ・・・。,[@]내 친구 중 한 명은 유기견이랑 싸우다 의식을\n잃었어.[WAIT@]병원이 죽은 사람도 살려낼 정도로 실력이 뛰어나서\n다행이지만.,[@]Una de mis amigas se peleó con un perro callejero y cayó inconsciente.[WAIT@]¡Afortunadamente el hospital pudo revivirla en un instante!,"[@]Una de mis amigas se peleó con un perro callejero y acabó inconsciente.[WAIT@]¡Por suerte, en el hospital la reanimaron en un santiamén!","[@]Uma das minhas amigas entrou numa briga com um cachorro de rua e ficou inconsciente.[WAIT@]Por sorte, o hospital foi capaz de reanimá-la num instante!",[@]Jedna z moich przyjaciółek wdała się w bójkę z bezpańskim psem i straciła przytomność.[WAIT@]Na szczęście w szpitalu udało się ją błyskawicznie reanimować!,[@]Eine Freundin von mir hat sich mit einem Streuner angelegt und wurde bewusstlos.[WAIT@]Zum Glück konnte das Krankenhaus sie sofort wiederbeleben!,"[@]Моя подружка потеряла сознание после драки с бродячим псом.[WAIT@]Благо, в больнице её сразу же откачали!","[@]Один з моїх друзів побився з бродячим собакою і знепритомнів.[WAIT@]Благо, в лікарні його швидко привели до тями!",
DIALOGUE_PODUNK_EMMA_SPEAKER_Emma,Emma,Emma,Emma,エマ,엠마,Emma,Emma,Emma,Emma,Emma,Эмма,Емма,
DIALOGUE_PODUNK_FREDERICK_0,[@]The dead have come back to life down at the cemetery.[WAIT@]I think I'll take this opportunity to see my former wife again.[WAIT@]My current one just won't stop nagging me.,[@]Les morts du cimetière sont revenus à la vie.[WAIT@]Je crois que je vais profiter de cette occasion pour revoir mon ancienne femme.[WAIT@]Mon épouse actuelle n'arrête pas de me faire des réflexions désagréables.,[@]Nel cimitero i morti sono tornati in vita.[WAIT@]Ne approfitterò per rivedere la mia ex-moglie.[WAIT@]Quella attuale non mi lascia in pace.,[@]ぼちで　ししゃたちが　つぎつぎと\nよみがえって　きている　らしいな。[WAIT@]いまのつまは　くちうるさくて　かなわんでな。\nあれをやれ　これをやれと　うんざりだよ。[WAIT@]なくなって　ゾンビになった　まえのつまと\nさいこんするのも　いいかもしれんな。[WAIT@]・・・・・・ジョーダンだよ。,[@]죽은 사람들이 무덤에서 다시 살아나고 있다네.[WAIT@]이번 기회에 집사람을 다시 볼 수 있을지도\n모르겠지.[WAIT@]이젠... 그 잔소리조차도 그리워지는군.,[@]Los muertos han revivido en el cementerio.[WAIT@]Creo que aprovecharé esta oportunidad para volver a ver a mi ex esposa.[WAIT@]Mi actual esposa simplemente no deja de molestarme.,[@]Los muertos en el cementerio han vuelto a la vida.[WAIT@]Creo que aprovecharé para volver a ver a mi\nantigua esposa.[WAIT@]La que tengo ahora no para de darme la lata.,[@]Os mortos voltaram à vida no cemitério.[WAIT@]Acho que vou aproveitar essa oportunidade para ver a minha ex-esposa de novo.[WAIT@]A minha atual não para de pegar no meu pé.,"[@]Na cmentarzu zmarli powrócili do życia.[WAIT@]Myślę, że skorzystam z okazji, aby ponownie zobaczyć się z moją byłą żoną.[WAIT@]Moja obecna nie przestaje marudzić.","[@]Unten am Friedhof sind die Toten wieder zum Leben erweckt.[WAIT@]Ich denke, ich nutze die Gelegenheit, um meine frühere Gattin wiederzusehen.[WAIT@]Meine jetzige hört nicht auf zu nerven.",[@]Мертвецы на кладбище восстали из могил.[WAIT@]Я теперь подумываю навестить свою бывшую жену.[WAIT@]А то нынешняя меня уже совсем изводит.,[@]Мерці на цвинтарі повстали з могил.[WAIT@]Я ось думаю відвідати свою колишню дружину.[WAIT@]Нинішня мене допікає до живих печінок.,
DIALOGUE_PODUNK_FREDERICK_SPEAKER_Frederick,Frederick,Frederick,Frederick,フレデリック,프리드리히,Frederick,Frederick,Frederick,Fryderyk,Frederick,Фредерик,Фредерік,
DIALOGUE_PODUNK_GATE_MONKEY_0,"[@]EEE, EE EEK, EEK EEK!","[@]OUH OUH, OUK HI, OUK HI !","[@]EEE, EE EEK, EEK EEK!",[@]キャッキャッキャッ,"[@]우끼, 우끼끽, 우끼 우끼!","[@]¡EEE, EE EEK, EEK EEK!","[@]¡III, II IIK, IIK IIK!",[@]U-U-UUU! AH!,[@]U UU AAA AAA!,[@]UUH-UH AH-AAH!,"[@]У, у, у! У, у!","[@]У, у, у! У, у!",
DIALOGUE_PODUNK_GATE_MONKEY_1,"(Look, pal! Your momma's over there!)","(Hé poto, regarde ! Y'a ta maman là-bas !)",(Ehi amico! Lì c'è tua mamma!),（おまえの　かあさん　でべそ！\nおい　マヌケ！　あれはなんだ！？）,(저기 봐봐! 저기 네 엄마가!),"(¡Hey, mira! ¡Tu mamá está allí!)","(¡Eh, mira! ¡Tu mamá está ahí!)","(Olha lá, parceiro! A sua mãe tá ali!)","(Patrz, koleżko! Twoja mama tam jest!)","(Schau mal, Kollege! Deine Mutter steht da drüben!)","(Глянь, приятель! Там твоя мамуля!)","(Диви, друже! Там твоя мамуля!)",
DIALOGUE_PODUNK_GATE_MONKEY_6,[@]The monkey stole the Zoo Key!,[@]Le singe vous a volé la Clé du zoo !,[@]La scimmia ha rubato la Chiave dello zoo!,[@]サルは　どうぶつえんの　カギを　ぬすんだ。,[@]원숭이가 동물원 열쇠를 훔쳐 갔다!,[@]¡El mono robó la Llave del zoo!,[@]¡El mono te ha robado la Llave del zoo!,[@]O macaco roubou a Chave do Zoológico!,[@]Małpa ukradła Klucz do Zoo!,[@]Der Affe stahl den Zooschlüssel.,[@]Обезьянка украла ключ от зоопарка!,[@]Мавпочка вкрала ключ від зоопарку!,
DIALOGUE_PODUNK_GATE_MONKEY_SPEAKER_Monkey,Monkey,Singe,Scimmia,サル,원숭이,Mono,Mono,Macaco,Małpa,Affe,Обезьянка,Мавпочка,
DIALOGUE_PODUNK_GORILLA_0,"[@]Oook ooh, ook.",[@]Ouuh ouh ouh ah ah.,"[@]Oook ooh, ook.",[@]ウホウホ　ウホ。,"[@]우우우, 우우.","[@]Ouuk ouh, ouh ah ah.","[@]Uh uh, ah ah.","[@]Uh, uh, uuh.",[@]Uuuh uh uk.,"[@]Uuuhk-uhh, uuk.","[@]У, у. У, у...","[@]У, у. У, у...",
DIALOGUE_PODUNK_GORILLA_SPEAKER_Gorilla,Gorilla,Gorille,Gorilla,ゴリラ,고릴라,Gorila,Gorila,Gorila,Goryl,Gorilla,Горилла,Горила,
DIALOGUE_PODUNK_GORILLA_THOUGHTS_1_0,"[@](I don't know what came over me, I am currently working to better myself.)",[@](Je ne sais pas ce qui m'a pris. Je travaille actuellement à devenir une meilleure version de moi-même.),"[@](Non so cosa mi è successo, mi sto impegnando per migliorarmi.)",[@]（さっきは　すまないな。\nどうやら　われを　わすれていた　みたいだ）,"[@](방금은 미안했어, 잠시 정신이 나가 있었나 봐.)","[@](No sé qué me pasó, actualmente estoy trabajando para mejorarme.)","[@](No sé qué me ha ocurrido, pero de ahora en adelante intentaré mejorar mis modales.)","[@](Não sei o que deu em mim. De agora em diante, tentarei melhorar as minhas maneiras.)","[@](Nie wiem, co we mnie wstąpiło, obecnie pracuję nad sobą.)","[@](Ich weiß nicht, was über mich gekommen ist, aber ich arbeite daran, mich zu bessern.)","[@](Не знаю, что на меня нашло. Я работаю над собой.)","[@](Не знаю, що на мене найшло. Я попрацюю над собою.)",
DIALOGUE_PODUNK_GORILLA_THOUGHTS_1_SPEAKER_Gorilla,Gorilla,Gorille,Gorilla,ゴリラ,고릴라,Gorila,Gorila,Gorila,Goryl,Gorilla,Горилла,Горила,
DIALOGUE_PODUNK_GORILLA_THOUGHTS_2_0,"[@](Sigh, I think I'll need some time to think about my actions.)","[@](Pfiou, je crois que j'ai besoin d'un peu de temps pour réfléchir aux conséquences de mes actes.)","[@](Sigh, devo prendermi del tempo per pensare alle mie azioni.)",[@]（なんか　おれ　いろいろ　やらかした？[WAIT@]はぁ・・・　はんせいして\nしばらくは　おとなしく　しているよ）,"[@](후우, 내 과오를 다시 한번 돌아볼 필요가 있겠어.)","[@](En fin, creo que necesitaré algo de tiempo para pensar en mis acciones.)",[@](Creo que necesitaré algo de tiempo para pensar sobre mis acciones.),"[@](Ufa, acho que vou precisar de um tempo para pensar no que eu fiz.)","[@](Ech, myślę, że będę potrzebował trochę czasu na przemyślenie moich czynów.)","[@](Seufz. Ich glaube, ich brauche Zeit, um über meine Taten nachzudenken.)",[@](Эх... Мне нужно обдумать свои поступки.),[@](Ех... Мені потрібно обміркувати свої вчинки.),
DIALOGUE_PODUNK_GORILLA_THOUGHTS_2_SPEAKER_Gorilla,Gorilla,Gorille,Gorilla,ゴリラ,고릴라,Gorila,Gorila,Gorila,Goryl,Gorilla,Горилла,Горила,
