key,en,fr,it,ja,ko,es,es_ES,pt_BR,pl,de,ru,uk
BATTLE_MSG_EXP0_MANY_ALLIES,{name} and {n4} friends gained 0 exp each.,{name} et ses amis gagnent 0 point d'expérience chacun.,{name} e i suoi amici guadagnano 0 punti esperienza ciascuno.,{name}たちはそれぞれ0の　けいけんちをえた。,{name}{n3} 친구들은 각각 EXP를 0만큼 얻었다.,{name} y sus amigos obtuvieron 0 EXP. cada uno.,{name} y sus amigos han conseguido 0 puntos de experiencia.,{name} e seus amigos ganharam 0 de exp. cada.,{name} i {n0} przyjaciele zyskali po 0 exp.,{name} und {n4}e Freunde erhielten 0 Erfahrungspunkte.,{name} и {n10} друзья получили по 0 единиц опыта.,{name} і {n10} друзі отримали по 0 одиниць досвіду кожен.
BATTLE_MSG_PRESENT,The enemy dropped a present!,L'ennemi a laissé un paquet ¦,Il nemico ha lasciato un regalo!,てきは　プレゼントのはこを　おいていった。,적은 선물 상자를 떨어뜨렸다!,¡El enemigo ha dejado un regalo!,¡El enemigo ha dejado un regalo!,O oponente tinha um presente!,Wróg upuścił prezent!,Der Gegner ließ ein Geschenk fallen!,Противник обронил подарок!,Ворог впустив подарунок!
BATTLE_MSG_PRESENT_INSIDE,"Inside the present, there {i6} {i3}{item}.","Dans le paquet, il y a {i3}{item}.",Il regalo conteneva {i3}{item}.,プレゼントのなかみは　{item}だった。,상자 안에는 {item}{i1} 있었다.,"Dentro, había {i3}{item}.","Dentro, había {i3}{item}.","Dentro do presente, tinha {i3}{item}.",W prezencie znajdował{i4} się {item}.,Im Geschenk {i13} {i3}{item}.,Внутри леж{i9} {i0}.,Всередині бу{i6} {i0}.
BATTLE_MSG_PRESENT_TAKING,{n0}{name} took {i5}.,{n0}{name} {i8}prend.,{n0}{name} l{i5} prende.,{name}は　{item}を　てにいれた！,{name}{n0} {item}{i2} 가져갔다.,{n0}{name} l{i5} tomó.,{n0}{name} l{i5} ha cogido.,{n0}{name} {i1}pegou.,{name} zabrał{n4} {i3}.,{n0}{name} nahm {i10}.,{name} забирает {i10} себе.,{name} взяв {i10}.
BATTLE_MSG_PRESENT_GIVING,{i0}{item} {i6} put inside {name}'s bag.,{i0}{item} {i10} été placé{i5} dans le sac {n4}{name},{item} mess{i5} nella borsa di {name}.,{item}を　{name}のバッグにいれた。,{item}{i2} {name}의 가방에 넣었다.,{i0}{item} ha{i7} sido puest{i5} en el inventario de {name}.,{i0}{item} ha{i7} sido puest{i5} en el inventario de {name}.,{i0}{item} {i8} colocad{i6} na mochila d{n4} {name}.,{i3} umieszczono w torbie {n1}.,{i0}{item} {i12} in {n11} Tasche gelegt.,{item} убран{i6} в сумку {n1}.,{item} поклали до сумки {n1}.
BATTLE_MSG_PRESENT_FULL,But you can't carry any more stuff...,Mais vous ne pouvez rien porter de plus...,Ma non c'è più spazio...,しかし　これいじょう　もてない・・・,하지만 더 이상 들고 다닐 수 없다...,Pero ya no puedes cargar más cosas...,Pero ya no puedes cargar con más cosas...,Mas você não pode carregar mais nada...,Ale nie możesz nosić ze sobą więcej rzeczy...,Aber du kannst nichts mehr tragen ...,Но тебе некуда {i10} положить...,Але у вас немає місця...
BATTLE_MSG_GAME_OVER,The party was defeated...,L'équipe a été vaincue...,Il gruppo è stato sconfitto...,たたかいに　やぶれた。,싸움에서 패배했다...,El equipo ha sido derrotado...,El equipo ha sido derrotado...,A batalha foi perdida...,Drużyna została pokonana...,Das Team wurde besiegt ...,Команда повержена...,Команда зазнала поразки...
BATTLE_MSG_SKILL,{n0}{name} attacks!,{n0}{name} attaque ¦,{n0}{name} attacca!,{name}の　こうげき！,{name}의 공격!,¡{n0}{name} ataca!,¡{n0}{name} ataca!,{n0}{name} ataca!,{name} atakuje!,{n0}{name} greift an!,{name} атакует!,{name} атакує!
BATTLE_MSG_PSI,{n0}{name} tried {skill}{skillLevel}!,{n0}{name} tente {skill}{skillLevel} ¦,{n0}{name} prova a usare {skill}{skillLevel}!,{name}は{skill}{skillLevel}をこころみた！,{name}{n0} {skill}{skillLevel}{s2} 시도했다!,¡{n0}{name} usó {skill}{skillLevel}!,¡{n0}{name} ha usado {skill}{skillLevel}!,{n0}{name} usou {skill}{skillLevel}!,{name} spróbował{n4} użyć {s1}{skillLevel}!,{n0}{name} führte {skill}{skillLevel} aus!,{name} пробует применить {s3}{skillLevel}!,{name} спробува{n6} використати {s3}{skillLevel}!
BATTLE_MSG_ITEM_SELF,{n0}{name} uses {i1}{item}!,{n0}{name} utilise {i1}{item} ¦,{n0}{name} usa {i1}{item}!,{name}は{item}をつかった！,{name}{n0} {item}{i2} 사용했다!,¡{n0}{name} usó {i1}{item}!,¡{n0}{name} ha usado {i1}{item}!,{n0}{name} usou {i1}{item}!,{name} użył{n4} {i1}!,{n0}{name} benutzte {i6}{item}!,{name} использует {i3}!,{name} використа{n6} {i3}!
BATTLE_MSG_ITEM_OTHER,{n0}{name} uses {i1}{item} on {t1}{target}!,{n0}{name} utilise {i1}{item} sur {t1}{target} ¦,{n0}{name} usa {i1}{item} contro {t1}{target}!,{name}は{item}を{target}につかった！,{name}{n0} {item}{i2} {target}에게 사용했다!,¡{n0}{name} usó {i1}{item} en {t1}{target}!,¡{n0}{name} ha usado {i1}{item} en {t1}{target}!,{n0}{name} usou {i1}{item} n{t4} {target}!,{name} użył{n4} {i1} na {t1}!,{n0}{name} benutzte {i6}{item} auf {t5}{t13}!,{name} использует {i3} на {t4}!,{name} використа{n6} {i3} на {t4}!
BATTLE_MSG_FLEE,{n0}{name} ran away!,{n0}{name} prend la fuite ¦,{n0}{name} fugge!,{name}は　にげだした！,{name}{n0} 도망쳤다!,¡{n0}{name} huyó!,¡{n0}{name} huye!,{n0}{name} fugiu!,{name} ucieka!,{n0}{name} rannte davon!,{name} сбегает!,{name} тікає!
BATTLE_MSG_FLEE_FAILED,Couldn't run!,Vous n'avez pas réussi à fuir ¦,Non puoi fuggire!,・・・だめでした。,...그러나 도망칠 수 없었다.,¡Pero no pudo escapar!,¡Pero no ha podido escapar!,Mas não conseguiu!,Nie udało się uciec!,Aber konnte nicht!,Но сбежать не удалось!,Не вдалося втекти!
BATTLE_MSG_REFLECT_BEAM_COURAGE,{t0}{target}'s {item} shined a bright light!{wait}\nIt reflected the beam back!,{i0}{item} {t4}{target} brille d'une lumière vive ¦{wait}\nIl renvoie le rayon droit vers l'adversaire ¦,{i0}{item} {t4}{target} brilla intensamente!{wait}Ha rimandato il raggio al mittente!{wait}\n,{target}の　{item}が　まぶしく　ひかった！{wait}\nビームをはねかえした！,{target}의 {item}{i1} 밝게 빛났다!{wait}\n빔을 그대로 반사했다!,¡{i0}{item} {t4}{target} emanó una luz brillante!{wait}\n¡Y reflejó el rayo de vuelta!,¡{i0}{item} {t4}{target} ha emanado una luz brillante!{wait}\n¡Y ha reflejado el rayo de vuelta!,{i0}{item} d{t4} {target} emitiu uma luz brilhante!{wait}\nO raio foi refletido!,{item} {t1} zabłysnęła jasnym światłem!{wait}\nOdbiła promień z powrotem!,{t11} {item} schien in hellem Licht!{wait}\nEr reflektierte den Strahl zurück!,{item} {t1} засиял ярким светом!{wait}\nИ он отразил луч!,{item} {t1} засяяв яскравим світлом!{wait}\nВін віддзеркалив промінь!
BATTLE_MSG_REFLECT_BEAM_COURAGE_1,{t0}{target}'s {item} shined a bright light!,{i0}{item} {t4}{target} brille d'une lumière vive ¦,{i0}{item} {t4}{target} brilla intensamente!,{target}の　{item}が　まぶしく　ひかった！,{target}의 {item}{i1} 밝게 빛났다!,¡{i0}{item} {t4}{target} emanó una luz brillante!,¡{i0}{item} {t4}{target} ha emanado una luz brillante!,{i0}{item} d{t4} {target} emitiu uma luz brilhante!,{item} {t1} zabłysnęła jasnym światłem!,{t11} {item} schien in hellem Licht!,{item} {t1} засиял ярким светом!,{item} {t1} засяяв яскравим світлом!
BATTLE_MSG_REFLECT_BEAM_COURAGE_2,It reflected the beam back!,Il renvoie le rayon droit vers l'adversaire ¦,Ha rimandato il raggio al mittente!,ビームをはねかえした！,빔을 그대로 반사했다!,¡Y reflejó el rayo de vuelta!,¡Y ha reflejado el rayo de vuelta!,O raio foi refletido!,Odbiła promień z powrotem!,Er reflektierte den Strahl zurück!,И он отразил луч!,Він віддзеркалив промінь!
BATTLE_MSG_REFLECT_BEAM,{t0}{target}'s {item} reflected the beam back!,{i0}{item} {t4}{target} renvoie le rayon ¦,{i0}{item} {t4}{target} ha rimandato il raggio al mittente!,{target}の　{item}は　ビームをはねかえした！,{target}의 {item}{i1} 빔을 그대로 반사했다!,¡{i0}{item} {t4}{target} reflejó el rayo de vuelta!,¡{i0}{item} {t4}{target} ha reflejado el rayo de vuelta!,{i0}{item} d{t4} {target} refletiu o laser de volta!,{item} {t1} odbił{i4} promień z powrotem!,{i0}{item} {t7} {t12} reflektierte den Strahl zurück!,{item} {t1} отразил луч в противника!,{item} {t1} віддзеркалив промінь!
BATTLE_MSG_REFLECT_LIGHTNING,{t0}{target}'s {item} reflected the lightning back!,{i0}{item} {t4}{target} renvoie la foudre ¦,{i0}{item} {t4}{target} ha rimandato il fulmine al mittente!,{target}の　{item}は　カミナリをはねかえした！,{target}의 {item}{i1} 번개를 그대로 반사했다!,¡{i0}{item} {t4}{target} reflejó el relámpago de vuelta!,¡{i0}{item} {t4}{target} ha reflejado el relámpago de vuelta!,{i0}{item} d{t4} {target} refletiu o raio de volta!,{item} {t1} odbił{i4} błyskawicę z powrotem!,{i0}{item} {t7} {t12} reflektierte den Blitz zurück!,{item} {t1} отразил молнию в противника!,{item} {t1} віддзеркалив блискавку!
BATTLE_MSG_SPY_NAME,Name: ,Nom : ,Nome: ,なまえ：,이름: ,Nombre: ,Nombre: ,Nome: ,Imię: ,Name: ,Имя: ,Ім'я: 
BATTLE_MSG_SPY_FAILED,{n0}{name} could not gather any information from the enemy!,{n0}{name} n'a pas pu obtenir d'informations sur l'ennemi ¦,{n0}{name} non riesce a ottenere informazioni sul nemico!,{name}は　てきをぶんせきできなかった！,{name}{n0} 적으로부터 아무 정보도 캐낼 수 없었다!,¡{n0}{name} no pudo obtener información del enemigo!,¡{n0}{name} no ha podido sacar información del enemigo!,{n0}{name} não conseguiu nenhuma informação sobre o inimigo!,{name} nie zdobył{n4} żadnych informacji od wroga!,{n0}{n10} konnte keine Informationen über den Gegner sammeln!,{n2} не удалось получить информацию о противнике!,{n2} не вдалось отримати інформацію про ворога!
BATTLE_MSG_NPC_PROTECTION,But {n1}{name} took the hit for {t1}{target}!,Mais {n1}{name} encaisse le coup pour {t1}{target} ¦,Ma {n1}{name} ha ricevuto l'attacco al posto di {t1}{target}!,しかし　{name}は　{target}の\nかわりに　こうげきをうけた!,하지만 {name}{n0} {target}을 위해 공격했다!,¡Pero {n1}{name} recibe el golpe por {t1}{target}!,¡Pero {n1}{name} ha recibido el golpe por {t1}{target}!,Mas {n1}{name} levou o golpe pel{t4} {target}!,Ale {name} przyjął cios za {t3}!,Doch {n1}{n10} nahm den Schaden für {t5}{t13} auf sich!,Но {name} прикрыл {t3} своим телом!,Але {name} прийня{n6} удар на себе за {t3}!
BATTLE_MSG_FLYING_MAN_COLLAPSED,The light faded from {n1}{name}'s eyes...,La lueur dans les yeux {n4}{name} s'éteint...,Negli occhi {n4}{name} non si intravede più la luce...,{name}の　めのひかりがきえた・・・,{name}의 눈동자가 생기를 잃고 탁해졌다...,Los ojos {n4}{name} dejaron de brillar...,Los ojos {n4}{name} han dejado de brillar...,A luz saiu dos olhos d{n4} {name}...,Światło zniknęło z oczu {n1}...,Das Licht erlosch aus {n11} Augen ...,Свет угас в глазах {n1}...,Світло згасло з очей {n1}...
BATTLE_MSG_MORTAL_DAMAGE,{t0}{target} took mortal damage!,{t0}{target} subit des dégâts mortels ¦,{t0}{target} ha subito danni letali!,{target}は　ちめいてきなダメージをうけた！,{target}{t0} 치명적인 피해를 입었다!,¡{t0}{target} recibió daños mortalesl,¡{t0}{target} ha recibido daños mortalesl,{t0}{target} recebeu dano mortal!,{target} otrzymał{t4} śmiertelne obrażenia!,{t0}{t10} nahm tödlichen Schaden!,{target} получил{t6} фатальный урон!,{t2} завдано смертельної шкоди!
BATTLE_MSG_STATUS_ASTHMA,Oh no!! {t0}{target} caught the asthma!,Oh non ¦ {t0}{target} est pris{t6} une crise d'asthme ¦,Oh no!! {t0}{target} ha un attacco d'asma!,{target}は　ぜんそくのほっさがでた。,{target}{t0} 천식에 걸렸다!,¡Oh no! ¡A {t0}{target} le ha dado un ataque de asma!,¡Oh no! ¡A {t0}{target} le ha dado un ataque de asma!,"Ah, não! {t0}{target} está sofrendo uma crise de asma!",O nie!! {target} złapał{t4} astmę!,Oh nein!! {t0}{t10} hatte einen Asthma-Anfall!,О нет! У {t1} начался приступ астмы!,О ні!! У {t1} почався астматичний напад!
BATTLE_MSG_STATUS_BLINDED,{t0}{target} can't see!,{t0}{target} n'y voit plus rien ¦,{t0}{target} non ci vede!,{target}は　めがみえなくなった。,{target}{t0} 아무것도 볼 수 없다!,¡{t0}{target} no puede ver!,¡{t0}{target} no puede ver!,{t0}{target} não consegue enxergar!,{target} nic nie widzi!,{t0}{t10} kann nichts sehen!,{target} ничего не видит!,{target} нічого не бачить!
BATTLE_MSG_STATUS_BURNED,{t0}{target} caught on fire!,{t0}{target} est envahi{t6} par les flammes ¦,{t0}{target} ha preso fuoco!,{target}のからだに　ほのおがのこった！,{target}에게 불이 붙었다!,¡{t0}{target} está en llamas!,¡{t0}{target} está en llamas!,{t0}{target} está em chamas!,{target} został{t4} poparzon{t5}!,{t0}{t10} fing Feuer!,{target} загорел{t8}!,{target} загорі{t6}ся!
BATTLE_MSG_STATUS_COLD,Oh no!! {t0}{target} caught the cold!,Oh non ¦ {t0}{target} a attrapé un rhume ¦,Oh no!! {t0}{target} ha preso il raffreddore!,{target}は　カゼをひいた。,{target}{t0} 감기에 걸렸다!,¡Oh no! ¡{t0}{target} agarró un resfriado!,¡Oh no! ¡{t0}{target} ha pillado un resfriado!,"Ah, não! {t0}{target} pegou um resfriado!",O nie!! {target} się przeziębił{t4}!,Oh nein!! {t0}{t10} hat sich erkältet!,О нет! {target} простудил{t8}!,О ні!! {target} застуди{t6}ся!
BATTLE_MSG_STATUS_CONFUSED,{t0}{target} felt a little strange!,{t0}{target} se sent un peu bizarre ¦,{t0}{target} si sente stran{t6}!,{target}は　わけがわからなくなった。,{target}{t0} 이상한 기운을 느꼈다!,¡{t0}{target} se sintió un poco rar{t6}!,¡{t0}{target} se ha sentido un poco rar{t6}!,{t0}{target} está se sentindo um pouco estranh{t4}...,{target} poczuł{t4} się nieco dziwnie!,{t0}{t10} fühlte sich etwas komisch!,{target} слегка потерял{t8}!,{target} розгуби{t6}ся!
BATTLE_MSG_STATUS_FORGETFUL,{t0}{target} forgot how to perform {t4} special techniques!,{t0}{target} a oublié ses techniques spéciales ¦,{t0}{target} ha dimenticato le sue tecniche speciali!,{target}は　とくぎを　どわすれした！,{target}{t0} 스킬 쓰는 법을 잊어버렸다!,¡{t0}{target} olvidó cómo usar sus habilidades especiales!,¡{t0}{target} ha olvidado cómo ejecutar técnicas especiales!,{t0}{target} esqueceu como usa suas habilidades especiais!,"{target} zapomniał{t4}, jak wykonywać techniki specjalne!",{t0}{t10} hat vergessen wie {t4}e Spezial-Fertigkeit funktioniert!,{target} забыл{t6} свои специальные приёмы!,{target} забу{t6} як виконувати спеціальні здібності!
BATTLE_MSG_STATUS_MUSHROOMIZED,Oh no!! {t0}{target} caught a mushroom!,Oh non ¦ {t0}{target} a attrapé un champignon ¦,Oh no!! {t0}{target} ha un fungo!,{target}は　ふしぎな　きもちになった・・・,{target}에게 버섯이 달라붙었다!,¡Oh no! ¡{t0}{target} agarró un champiñón!,¡Oh no! ¡{t0}{target} ha pillado un champiñón!,"Ah, não! {t0}{target} está com um cogumelo!",O nie!! {target} złapał{t4} grzyba!,Oh nein!! {t0}{t10} hat sich verpilzt!,О нет! {target} грибофицирован{t6}!,О ні!! {t3} грибофіковано!
BATTLE_MSG_STATUS_NAUSEA,Oh no!! {t0}{target} has nausea!,Oh non ¦ {t0}{target} a la nausée ¦,Oh no!! {t0}{target} ha la nausea!,{target}は　きぶんが　わるくなった。,{target}{t0} 구역질하기 시작했다!,¡Oh no! ¡{t0}{target} tiene náuseas!,¡Oh no! ¡{t0}{target} tiene náuseas!,"Ah, não! {t0}{target} está enjoad{t4}!",O nie!! {target} ma mdłości!,Oh nein!! {t0}{t10} wurde übel!,О нет! {t3} тошнит!,О ні!! {t3} нудить!
BATTLE_MSG_STATUS_NUMB,{t0}{target} felt numb!,{t0}{target} se sent complètement engourdi{t6} ¦,{t0}{target} si sente intorpidit{t6}!,{target}は　しびれてしまった！,{target}{t0} 마비되었다!,¡{t0}{target} se sintió aturdid{t6}!,¡{t0}{target} está aturdid{t6}!,{t0}{target} está se sentindo dormente!,{target} zdrętwiał{t4}!,{t0}{t10} fühlte sich taub!,{target} парализован{t6}!,{target} паралізов{t7}!
BATTLE_MSG_STATUS_POISONED,{t0}{target} got poisoned!,{t0}{target} s'est fait empoisonner ¦,{t0}{target} è stat{t6} avvelenat{t6}!,{target}は　どくに　おかされた。,{target}{t0} 중독되었다!,¡{t0}{target} fue envenenad{t6}!,¡{t0}{target} ha sido envenenad{t6}!,{t0}{target} foi envenenad{t4}!,{target} został{t4} zatrut{t5}!,{t0}{t10} wurde vergiftet!,{target} отравлен{t6}!,{target} отруї{t6}ся!
BATTLE_MSG_STATUS_ROPE,{t0}{target} got tied up with the Rope!,{t0}{target} a été ligoté{t6} avec la Corde ¦,{t0}{target} è stat{t6} legat{t6} con la Corda!,{target}を　ロープで　しばった。,{target}{t0} 로프로 칭칭 묶였다!,¡{t0}{target} fue atad{t6} con la Cuerda!,¡{t0}{target} ha quedado atrapad{t6} por la Cuerda!,{t0}{target} foi amarrad{t4} pela Corda!,{target} został{t4} związan{t5} Liną!,{t0}{t10} wurde mit dem Seil gefesselt!,{target} теперь связан{t6} верёвкой!,{target} зв'язан{t7} мотузкою!
BATTLE_MSG_STATUS_SLEEPING,{t0}{target} fell asleep!,{t0}{target} s'est endormi{t6} ¦,{t0}{target} si è addormentat{t6}!,{target}は　ねむってしまった！,{target}{t0} 잠들었다!,¡{t0}{target} se durmió!,¡{t0}{target} se ha dormido!,{t0}{target} dormiu!,{target} zapadł{t4} w sen!,{t0}{t10} schlief ein!,{target} уснул{t6}!,{target} засну{t6}!
BATTLE_MSG_STATUS_SUNSTROKED,Oh no!! {t0}{target} has sunstroke!,Oh non ¦ {t0}{target} a une insolation ¦,Oh no!! {t0}{target} è ustionat{t6}!,{target}は　にっしゃびょうになってしまった！,{target}{t0} 열사병에 걸렸다!,¡Oh no! ¡A {t0}{target} le ha dado una insolación!,¡Oh no! ¡A {t0}{target} le ha dado una insolación!,"Ah, não! {target} pegou insolação!",O nie!! {target} dostał{t4} udaru słonecznego!,Oh nein!! {t0}{t10} hatte einen Sonnenstich!,О нет! {target} получил{t6} солнечный удар!,О ні!! {target} отрима{t6} сонячний удар!
BATTLE_MSG_STATUS_CONFUSED_EFFECT,{n0}{name} is feeling a bit confused...,{n0}{name} est confus{n6}...,{n0}{name} è in confusione...,{name}は　わけがわからなくなっている・・・,{name}{n0} 약간 혼란스러워한다...,{n0}{name} se siente confundid{n6}...,{n0}{name} se siente un poco rar{n6}...,{n0}{name} está se sentindo confus{n4}...,{name} czuje się nieco zdezorientowan{n5}...,{n0}{n10} ist ein wenig verwirrt ...,{name} чуть-чуть растерял{n8}...,{name} трохи заплута{n6}ся...
BATTLE_MSG_STATUS_ROPE_EFFECT,{n0}{name} is tied up...,{n0}{name} est ligoté{n6} et ne peut pas bouger ¦,{n0}{name} è legat{n6}...,{name}は　ロープで　しばられている・・・,{name}{n0} 묶여 움직일 수 없다...,{n0}{name} está atad{n6} y no puede moverse...,{n0}{name} está atad{n6} y no se puede mover...,{n0}{name} está amarrad{n4}...,{name} jest związan{n5}...,{n0}{n10} ist gefesselt ...,{name} связан{n6} и не может ничего сделать...,{name} зв'язан{n7} і не може поворухнутися...
BATTLE_MSG_HEAL_STATUS_ASTHMA,{t0}{target} could breathe again!,{t0}{target} respire à nouveau ¦,{t0}{target} respira di nuovo!,{target}は　いきが\nできるようになった！,{target}{t0} 다시 제대로 숨을 쉴 수 있다!,¡{t0}{target} pudo volver a respirar!,¡{t0}{target} puede volver a respirar con normalidad!,{t0}{target} consegue respirar de novo!,{target} ponownie oddycha!,{t0}{t10} konnte wieder atmen!,{target} снова может дышать!,{target} знову може дихати!
BATTLE_MSG_HEAL_STATUS_BLINDED,{t0}{target} could see again!,{t0}{target} a recouvré la vue ¦,{t0}{target} ci vede di nuovo!,{target}は　めが　みえるようになった！,{target}{t0} 다시 앞을 볼 수 있다!,¡{t0}{target} pudo volver a ver!,¡{t0}{target} puede volver a ver!,{t0}{target} voltou a enxergar!,{target} ponownie widzi!,{t0}{t10} konnte wieder sehen!,{target} снова видит!,{target} знову бачить!
BATTLE_MSG_HEAL_STATUS_BURNED,{t0}{target}'s burns went away!,Les brûlures disparaissent du corps {t4}{target} ¦,{t0}{target} non è più scottat{t6}!,{target}の　からだの　ほのおがきえた！,{target}의 몸에 붙은 불이 꺼졌다!,¡Las quemaduras {t4}{target} desaparecieron!,¡Las quemaduras {t4}{target} han desaparecido!,As chamas d{t4} {target} apagaram!,Oparzenia {t1} zniknęły!,{t11} Verbrennung verschwand!,{target} больше не горит!,Опіки {t1} пройшли!
BATTLE_MSG_HEAL_STATUS_COLD,{t0}{target}'s cold went away!,Le rhume {t4}{target} est passé ¦,{t0}{target} non ha più il raffreddore!,{target}の　カゼがなおった！,{target}의 감기가 다 나았다!,¡El resfriado {t4}{target} desapareció!,¡El resfriado {t4}{target} ha desaparecido!,{t0}{target} melhorou do resfriado!,Przeziębienie {t1} zniknęło!,{t11} Erkältung verschwand!,{target} выздоровел{t6}!,{target} вилікува{t6}ся!
